Bin Id	Marker lineage	# genomes	# markers	# marker sets	0	1	2	3	4	5+	Completeness	Contamination	Strain heterogeneity
GCF_002903305	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1164	7	1	0	0	99.97	1.20	10.00
GCF_002918455	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1166	5	0	1	0	99.97	0.40	18.18
GCF_002918465	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1166	5	1	0	0	99.97	0.36	12.50
GCF_002918495	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1164	7	0	1	0	99.97	0.47	30.77
GCF_002918505	f__Enterobacteriaceae (UID5124)	134	1173	336	3	1161	9	0	0	0	99.77	0.76	11.11
GCF_002918535	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1158	13	0	0	0	99.87	0.73	7.69
GCF_002918555	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1160	11	0	0	0	99.87	0.70	0.00
GCF_002918575	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1166	5	1	0	0	99.97	0.36	12.50
GCF_002918835	f__Enterobacteriaceae (UID5124)	134	1172	336	2	1160	10	0	0	0	99.82	0.58	0.00
GCF_002918855	f__Enterobacteriaceae (UID5124)	134	1172	336	2	1161	9	0	0	0	99.82	0.55	0.00
GCF_002918865	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1170	2	0	0	0	100.00	0.11	0.00
GCF_002918875	f__Enterobacteriaceae (UID5124)	134	1172	336	3	1157	11	1	0	0	99.78	1.72	0.00
GCF_002918935	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1160	11	0	0	0	99.87	0.70	0.00
GCF_002919425	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1163	8	1	0	0	99.97	0.51	27.27
GCF_002919455	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1166	5	1	0	0	99.97	0.36	12.50
GCF_002919485	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1166	5	1	0	0	99.97	0.36	12.50
GCF_002919495	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1160	11	0	0	0	99.87	0.70	0.00
GCF_002919795	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1155	14	3	0	0	99.97	1.89	13.04
GCF_002919825	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1163	9	0	0	0	100.00	0.83	0.00
GCF_002923765	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1166	6	0	0	0	99.97	0.40	0.00
GCF_002934505	f__Enterobacteriaceae (UID5124)	134	1172	336	2	1148	20	2	0	0	99.82	2.09	15.38
GCF_002934585	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1156	15	0	0	0	99.89	1.29	13.33
GCF_002939255	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1167	5	0	0	0	99.97	0.36	0.00
GCF_002947035	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1165	6	0	0	0	99.88	0.33	0.00
GCF_002947675	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1165	6	0	0	0	99.88	0.47	0.00
GCF_003015305	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1168	3	0	0	0	99.90	0.26	0.00
GCF_003019835	f__Enterobacteriaceae (UID5124)	134	1172	336	23	1148	1	0	0	0	97.10	0.04	0.00
GCF_003070705	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1165	7	0	0	0	100.00	0.57	0.00
GCF_003114935	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1160	8	4	0	0	99.97	0.94	20.00
GCF_003175795	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1170	1	0	0	0	99.90	0.04	0.00
GCF_003184045	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1164	7	0	0	0	99.88	0.64	0.00
GCF_003195445	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1163	9	0	0	0	100.00	0.99	11.11
GCF_003204265	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1155	16	0	0	0	99.87	1.51	12.50
GCF_003226155	f__Enterobacteriaceae (UID5124)	134	1173	336	3	1164	6	0	0	0	99.58	0.36	0.00
GCF_003255895	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1168	4	0	0	0	99.97	0.45	25.00
GCF_003350185	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1166	5	0	0	0	99.88	0.32	0.00
GCF_003362775	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1165	6	0	0	0	99.90	0.87	0.00
GCF_003363295	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1164	7	1	0	0	100.00	0.98	50.00
GCF_003400395	f__Enterobacteriaceae (UID5124)	134	1173	336	3	1136	33	1	0	0	99.45	1.79	22.22
GCF_003401455	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1146	24	1	0	0	99.90	2.48	11.11
GCF_003429605	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1161	8	2	0	0	99.87	1.31	0.00
GCF_003471655	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1172	0	0	0	0	99.97	0.00	0.00
GCF_003571565	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1164	8	0	0	0	100.00	0.42	0.00
GCF_003665535	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1168	3	1	0	0	100.00	0.98	0.00
GCF_003665555	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1157	14	0	0	0	99.87	1.27	64.29
GCF_003665575	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1169	2	0	0	0	99.55	0.07	0.00
GCF_003665595	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1162	9	0	0	0	99.90	0.47	11.11
GCF_003665615	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1165	5	1	0	0	99.90	0.35	25.00
GCF_003665635	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1166	5	1	0	0	100.00	0.86	0.00
GCF_003665655	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1169	3	0	0	0	100.00	0.13	0.00
GCF_003665675	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1162	8	1	0	0	99.90	1.35	0.00
GCF_003687835	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1170	2	0	0	0	100.00	0.11	0.00
GCF_003795375	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1166	6	0	0	0	99.90	0.49	0.00
GCF_003812325	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1165	6	0	0	0	99.90	0.30	16.67
GCF_003812345	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1163	8	0	0	0	99.90	0.35	12.50
GCF_003812405	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1165	6	0	0	0	99.88	0.36	0.00
GCF_003818115	f__Enterobacteriaceae (UID5124)	134	1172	336	5	1162	5	0	0	0	99.20	0.28	0.00
GCF_003937345	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1162	10	0	0	0	99.97	0.96	0.00
GCF_003938205	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1166	5	0	0	0	99.94	0.25	20.00
GCF_003938785	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1164	7	0	0	0	99.88	0.77	0.00
GCF_003938795	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1167	5	0	0	0	99.97	0.23	0.00
GCF_003990165	f__Enterobacteriaceae (UID5124)	134	1173	336	7	1162	4	0	0	0	99.27	0.38	0.00
GCF_004004645	f__Enterobacteriaceae (UID5124)	134	1172	336	21	1104	46	1	0	0	97.86	5.01	55.10
GCF_004004705	f__Enterobacteriaceae (UID5124)	134	1172	336	11	1127	33	1	0	0	98.62	3.40	44.44
GCF_004004715	f__Enterobacteriaceae (UID5124)	134	1172	336	11	1141	20	0	0	0	98.97	1.47	35.00
GCF_004004805	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1151	21	0	0	0	100.00	2.04	19.05
GCF_004004895	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1160	9	2	0	0	99.94	1.59	6.67
GCF_004004965	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1164	6	1	0	0	99.90	0.69	11.11
GCF_004005035	f__Enterobacteriaceae (UID5124)	134	1172	336	3	1157	12	0	0	0	99.33	0.88	50.00
GCF_004005085	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1165	7	0	0	0	100.00	0.48	28.57
GCF_004005165	f__Enterobacteriaceae (UID5124)	134	1172	336	6	1153	13	0	0	0	99.15	0.93	46.15
GCF_004005235	f__Enterobacteriaceae (UID5124)	134	1172	336	2	1141	29	0	0	0	99.40	2.18	55.17
GCF_004005255	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1168	4	0	0	0	100.00	0.12	0.00
GCF_004005575	f__Enterobacteriaceae (UID5124)	134	1172	336	7	1133	32	0	0	0	98.93	3.39	50.00
GCF_004005615	f__Enterobacteriaceae (UID5124)	134	1172	336	2	1165	5	0	0	0	99.40	0.20	0.00
GCF_004023995	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1164	7	0	0	0	99.85	0.53	14.29
GCF_004024365	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1170	2	0	0	0	100.00	0.33	0.00
GCF_004024405	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1168	3	0	0	0	99.87	0.24	0.00
GCF_004103775	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1164	8	0	0	0	100.00	0.48	62.50
GCF_004145665	f__Enterobacteriaceae (UID5124)	134	1172	336	2	1155	15	0	0	0	99.60	1.53	13.33
GCF_004146055	f__Enterobacteriaceae (UID5124)	134	1172	336	7	1159	6	0	0	0	99.54	0.63	16.67
GCF_004146135	f__Enterobacteriaceae (UID5124)	134	1173	336	3	1168	2	0	0	0	99.72	0.09	50.00
GCF_004152635	f__Enterobacteriaceae (UID5124)	134	1172	336	2	1162	8	0	0	0	99.40	0.95	12.50
GCF_004153245	f__Enterobacteriaceae (UID5124)	134	1172	336	2	1166	4	0	0	0	99.40	0.44	0.00
GCF_004167485	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1167	5	0	0	0	99.97	0.22	0.00
GCF_004181905	f__Enterobacteriaceae (UID5124)	134	1173	336	3	1164	6	0	0	0	99.78	0.47	0.00
GCF_004181935	f__Enterobacteriaceae (UID5124)	134	1172	336	5	1145	21	1	0	0	99.79	2.76	37.50
GCF_004181995	f__Enterobacteriaceae (UID5124)	134	1173	336	5	1156	12	0	0	0	99.53	1.08	16.67
GCF_004305705	f__Enterobacteriaceae (UID5124)	134	1172	336	3	1162	7	0	0	0	99.55	0.65	0.00
GCF_004322975	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1170	2	0	0	0	100.00	0.11	0.00
GCF_004327735	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1170	2	0	0	0	100.00	0.11	0.00
GCF_004327825	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1158	12	2	0	0	100.00	1.41	0.00
GCF_004327835	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1158	12	2	0	0	100.00	1.41	0.00
GCF_004331445	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1156	15	1	0	0	99.97	0.94	5.56
GCF_004331535	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1150	21	1	0	0	99.97	2.06	12.50
GCF_004331545	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1166	6	0	0	0	99.97	0.40	0.00
GCF_004331565	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1159	11	1	0	0	99.90	1.53	14.29
GCF_004331575	f__Enterobacteriaceae (UID5124)	134	1173	336	16	1149	8	0	0	0	99.07	0.36	0.00
GCF_004331585	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1156	14	2	0	0	99.97	1.77	10.00
GCF_004331635	f__Enterobacteriaceae (UID5124)	134	1173	336	6	1157	10	0	0	0	99.32	0.53	0.00
GCF_004344985	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1166	6	0	0	0	100.00	0.39	0.00
GCF_004353845	f__Enterobacteriaceae (UID5124)	134	1173	336	3	1162	8	0	0	0	99.77	0.56	25.00
GCF_004569315	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1165	6	0	0	0	99.88	0.47	0.00
GCF_004684345	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1168	4	0	0	0	99.90	0.16	0.00
GCF_004792475	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1165	7	0	0	0	99.97	0.57	0.00
GCF_004795555	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1157	14	1	0	0	100.00	1.18	29.41
GCF_004801105	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1170	1	0	0	0	99.90	0.04	0.00
GCF_004801115	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1167	5	0	0	0	100.00	0.44	0.00
GCF_004801125	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1160	12	0	0	0	99.94	1.10	0.00
GCF_004801555	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1165	6	0	0	0	99.87	0.91	0.00
GCF_005217825	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1157	13	2	0	0	100.00	1.44	0.00
GCF_005280805	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1085	86	1	0	0	99.97	7.47	76.40
GCF_005280815	f__Enterobacteriaceae (UID5124)	134	1173	336	3	1164	6	0	0	0	99.60	0.31	0.00
GCF_005280825	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1161	10	0	0	0	99.91	0.83	40.00
GCF_005280845	f__Enterobacteriaceae (UID5124)	134	1173	336	104	1063	6	0	0	0	88.09	0.61	16.67
GCF_005280855	f__Enterobacteriaceae (UID5124)	134	1173	336	128	1042	3	0	0	0	85.70	0.13	0.00
GCF_005280875	f__Enterobacteriaceae (UID5124)	134	1173	336	21	1148	4	0	0	0	97.34	0.24	25.00
GCF_005280915	f__Enterobacteriaceae (UID5124)	134	1173	336	14	1150	9	0	0	0	98.54	0.68	0.00
GCF_005280935	f__Enterobacteriaceae (UID5124)	134	1173	336	16	1153	4	0	0	0	98.59	0.68	25.00
GCF_005280945	f__Enterobacteriaceae (UID5124)	134	1173	336	19	1146	8	0	0	0	97.90	0.50	0.00
GCF_005280955	f__Enterobacteriaceae (UID5124)	134	1173	336	3	1168	2	0	0	0	99.85	0.09	50.00
GCF_005280975	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1169	2	0	0	0	99.55	0.07	0.00
GCF_005281015	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1168	3	0	0	0	99.55	0.22	0.00
GCF_005281025	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1169	2	0	0	0	99.87	0.22	0.00
GCF_005281045	f__Enterobacteriaceae (UID5124)	134	1172	336	2	1169	1	0	0	0	99.86	0.04	0.00
GCF_005281055	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1165	7	0	0	0	99.97	0.63	0.00
GCF_005281115	f__Enterobacteriaceae (UID5124)	134	1173	336	3	1168	2	0	0	0	99.72	0.15	0.00
GCF_005281125	f__Enterobacteriaceae (UID5124)	134	1173	336	5	1166	2	0	0	0	99.66	0.09	50.00
GCF_005281155	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1167	5	0	0	0	99.97	0.35	0.00
GCF_005281165	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1163	8	0	0	0	99.89	0.51	0.00
GCF_005281175	f__Enterobacteriaceae (UID5124)	134	1172	336	3	1166	3	0	0	0	99.45	0.37	0.00
GCF_005281195	f__Enterobacteriaceae (UID5124)	134	1173	336	44	1122	7	0	0	0	96.11	0.53	0.00
GCF_005281215	f__Enterobacteriaceae (UID5124)	134	1173	336	79	1085	9	0	0	0	95.26	0.82	22.22
GCF_005281245	f__Enterobacteriaceae (UID5124)	134	1173	336	199	968	6	0	0	0	82.00	0.40	16.67
GCF_005281255	f__Enterobacteriaceae (UID5124)	134	1173	336	3	1166	4	0	0	0	99.57	0.19	25.00
GCF_005281265	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1164	8	0	0	0	99.97	0.51	0.00
GCF_005281305	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1169	2	0	0	0	99.87	0.15	0.00
GCF_005281325	f__Enterobacteriaceae (UID5124)	134	1173	336	8	1153	12	0	0	0	99.38	1.29	16.67
GCF_005281345	f__Enterobacteriaceae (UID5124)	134	1173	336	4	1160	8	1	0	0	99.22	0.63	0.00
GCF_005281355	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1165	7	0	0	0	99.90	0.72	0.00
GCF_005406305	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1166	5	0	0	0	99.88	0.32	0.00
GCF_005960425	f__Enterobacteriaceae (UID5124)	134	1172	336	2	1158	12	0	0	0	99.75	0.64	50.00
GCF_006385635	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1150	17	4	0	1	100.00	4.13	10.26
GCF_006937845	f__Enterobacteriaceae (UID5124)	134	1172	336	3	1163	6	0	0	0	99.82	0.35	0.00
GCF_006965505	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1166	6	0	0	0	99.97	0.33	33.33
GCF_007004285	f__Enterobacteriaceae (UID5124)	134	1173	336	3	1160	9	1	0	0	99.31	1.53	0.00
GCF_008086465	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1168	3	0	0	0	99.87	0.35	0.00
GCF_008180565	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1158	12	1	0	0	99.90	1.53	0.00
GCF_008364635	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1162	9	0	0	0	99.82	0.58	0.00
GCF_008364645	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1169	2	0	0	0	99.87	0.30	0.00
GCF_008364705	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1162	10	0	0	0	99.97	1.09	0.00
GCF_008364715	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1167	4	0	0	0	99.87	0.42	25.00
GCF_008364725	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1167	4	0	0	0	99.87	0.38	0.00
GCF_008364895	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1161	9	1	0	0	99.87	0.85	8.33
GCF_008370125	f__Enterobacteriaceae (UID5124)	134	1173	336	5	1157	11	0	0	0	99.57	0.96	9.09
GCF_008370135	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1165	5	1	0	0	99.87	0.64	12.50
GCF_008373795	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1166	5	0	0	0	99.55	0.21	0.00
GCF_008502135	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1165	6	0	0	0	99.90	0.50	0.00
GCF_008693605	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1169	3	0	0	0	99.97	0.64	0.00
GCF_008693645	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1168	3	0	0	0	99.87	0.14	33.33
GCF_008693945	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1165	6	0	0	0	99.88	0.36	0.00
GCF_008802955	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1136	35	1	0	0	99.90	3.19	2.63
GCF_008931485	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1162	10	0	0	0	100.00	0.89	0.00
GCF_008931505	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1162	10	0	0	0	100.00	0.89	0.00
GCF_008931625	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1166	6	0	0	0	100.00	0.67	0.00
GCF_008931685	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1163	8	1	0	0	100.00	0.75	0.00
GCF_009295665	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1139	31	1	0	0	99.67	2.51	11.76
GCF_009363175	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1149	22	0	0	0	99.67	1.30	9.09
GCF_009647535	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1159	13	0	0	0	99.97	1.03	23.08
GCF_009648235	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1168	4	0	0	0	99.97	0.22	25.00
GCF_009648935	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1166	5	1	0	0	99.97	0.36	12.50
GCF_009649895	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1170	2	0	0	0	99.97	0.35	0.00
GCF_009649935	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1170	2	0	0	0	99.97	0.35	0.00
GCF_009660335	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1163	8	0	0	0	99.91	0.86	0.00
GCF_009664025	f__Enterobacteriaceae (UID5124)	134	1172	336	3	1167	2	0	0	0	99.40	0.08	0.00
GCF_009664045	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1170	2	0	0	0	100.00	0.08	0.00
GCF_009664065	f__Enterobacteriaceae (UID5124)	134	1172	336	19	1151	1	1	0	0	98.21	0.12	0.00
GCF_009721345	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1164	8	0	0	0	99.97	0.48	0.00
GCF_009721615	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1165	7	0	0	0	99.97	0.45	0.00
GCF_009730355	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1168	4	0	0	0	99.90	0.55	0.00
GCF_009821375	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1160	12	0	0	0	99.97	0.87	8.33
GCF_009821535	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1168	4	0	0	0	99.90	0.42	25.00
GCF_009821555	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1158	13	1	0	0	99.97	1.34	31.25
GCF_009832525	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1165	6	0	0	0	99.88	0.47	0.00
GCF_009856695	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1168	4	0	0	0	99.97	0.55	0.00
GCF_009856875	f__Enterobacteriaceae (UID5124)	134	1173	336	5	1152	15	1	0	0	99.47	0.93	5.56
GCF_009857035	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1158	13	0	0	0	99.90	1.07	0.00
GCF_009876695	f__Enterobacteriaceae (UID5124)	134	1173	336	10	1158	5	0	0	0	99.46	0.22	0.00
GCF_009876705	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1167	5	0	0	0	99.97	0.22	0.00
GCF_009876715	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1167	5	0	0	0	99.97	0.22	0.00
GCF_009876755	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1167	5	0	0	0	99.97	0.22	0.00
GCF_009876765	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1167	5	0	0	0	99.97	0.22	0.00
GCF_009876795	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1167	5	0	0	0	99.97	0.22	0.00
GCF_009876815	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1167	5	0	0	0	99.97	0.22	0.00
GCF_009876825	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1167	5	0	0	0	99.97	0.22	0.00
GCF_009881155	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1166	6	0	0	0	99.97	0.37	0.00
GCF_009881175	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1153	19	0	0	0	99.97	1.26	42.11
GCF_009881185	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1167	5	0	0	0	99.97	0.22	0.00
GCF_009881195	f__Enterobacteriaceae (UID5124)	134	1173	336	3	1122	48	0	0	0	99.76	4.51	54.17
GCF_009905315	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1166	5	0	0	0	99.90	0.44	0.00
GCF_009907085	f__Enterobacteriaceae (UID5124)	134	1173	336	4	1159	10	0	0	0	99.74	0.81	40.00
GCF_009910785	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1166	5	0	0	0	99.87	0.31	0.00
GCF_009939625	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1138	32	2	0	0	99.97	2.91	21.05
GCF_010119415	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1148	19	4	0	0	99.60	2.68	22.58
GCF_010231475	f__Enterobacteriaceae (UID5124)	134	1173	336	5	1141	27	0	0	0	99.50	1.59	7.41
GCF_010279875	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1159	12	1	0	0	100.00	1.75	40.00
GCF_010319905	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1158	13	0	0	0	99.87	1.15	0.00
GCF_010365585	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1162	9	1	0	0	100.00	0.95	0.00
GCF_010588075	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1149	22	0	0	0	99.88	1.31	4.55
GCF_010590395	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1154	17	0	0	0	99.70	1.74	11.76
GCF_010590925	f__Enterobacteriaceae (UID5124)	134	1172	336	2	1158	12	0	0	0	99.60	0.85	16.67
GCF_010592375	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1104	65	3	0	0	100.00	6.22	27.03
GCF_010597685	f__Enterobacteriaceae (UID5124)	134	1172	336	2	1155	15	0	0	0	99.55	1.22	6.67
GCF_011022025	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1159	12	1	0	0	100.00	1.04	0.00
GCF_011030065	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1154	16	1	0	0	99.90	1.48	15.79
GCF_011030295	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1151	19	2	0	0	100.00	1.98	0.00
GCF_011030315	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1163	8	0	0	0	99.90	0.93	12.50
GCF_011064845	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1168	3	0	0	0	99.90	0.48	0.00
GCF_011077325	f__Enterobacteriaceae (UID5121)	138	1162	336	5	1145	12	0	0	0	99.12	0.64	0.00
GCF_011077955	f__Enterobacteriaceae (UID5121)	138	1162	336	5	1146	11	0	0	0	99.12	0.59	0.00
GCF_011392435	f__Enterobacteriaceae (UID5124)	134	1173	336	22	1140	10	1	0	0	98.07	1.35	15.38
GCF_011602505	f__Enterobacteriaceae (UID5124)	134	1173	336	8	1162	3	0	0	0	99.17	0.48	0.00
GCF_011603985	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1167	4	1	0	0	99.90	0.83	14.29
GCF_012102405	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1172	0	0	0	0	99.97	0.00	0.00
GCF_012524235	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1166	6	0	0	0	99.97	0.40	0.00
GCF_012843215	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1166	5	0	0	0	99.87	0.31	0.00
GCF_012952645	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1162	10	0	0	0	99.97	0.98	0.00
GCF_012952665	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1160	11	0	0	0	99.90	0.82	36.36
GCF_012955545	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1170	1	0	0	0	99.85	0.04	0.00
GCF_012955585	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1166	5	0	0	0	99.88	0.32	0.00
GCF_013085885	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1166	5	0	0	0	99.90	0.30	0.00
GCF_013168955	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1160	11	1	0	0	100.00	1.47	14.29
GCF_013168975	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1152	19	0	0	0	99.90	1.77	5.26
GCF_013169475	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1164	7	0	0	0	99.87	0.44	14.29
GCF_013170035	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1162	10	0	0	0	100.00	0.92	0.00
GCF_013170055	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1167	5	0	0	0	100.00	0.22	0.00
