name	Metal	Biocide	Heat	Virulence	Acid
GCF_016939615	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_016505125	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_005281265	arsA,arsD,arsR				
GCF_002151735	pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silF,silP,silR,silS				
GCF_018446835	arsA,arsD,arsR,merA,merD,merE,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	qacEdelta1			
GCF_021729115	arsA,arsD,arsR				
GCF_001413095	arsA,arsD,arsR,merD,merE,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silF,silP,silR,silS				
GCF_014855535	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_005280945	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS		hdeD-GI,hsp20,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2		
ERQ0689	arsA,arsD,arsR,merA,merD,merE,merF,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_018422455		qacE		iucA,iucB,iucC,iutA,senB,ybtP,ybtQ	
GCF_001880865	arsA,arsD,arsR,merA,merC,merD,merE,merP,merR,merT,pcoA,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silF,silP,silR,silS	qacE			
GCF_001034475	merA,merC,merD,merE,merP,merR,merT,terD,terW,terZ				
GCF_016504515	arsA,arsD,arsR				
GCF_016905875	arsA,arsD,arsR,merA,merD,merE,merR,merT,terD,terW,terZ	qacEdelta1			
GCF_013618825	pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	qacEdelta1,qacL			
GCF_014104375	arsA,arsD,arsR				
GCF_001412825	arsA,arsD,arsR				
GCF_001559235					
GCF_004152635	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silR,silS	qacEdelta1			
GCF_013882995	arsA,arsD,arsR				
GCF_011077325	arsA,arsD,arsR,fieF,merC,merP,merR,merT	qacEdelta1			
GCF_014230185	arsA,arsD,arsR	qacEdelta1			
GCF_016504085				iucA,iucB,iucC,iutA,ybtP,ybtQ	
GCF_018138525			kefB-GI,psi-GI,trxLHR		
GCF_000648515	arsA,arsD,arsR,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	qacEdelta1			
ERQ0227	arsA,arsD,arsR,merA,merD,merE,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS		hdeD-GI,hsp20,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2		
GCF_010279875	arsA,arsD,arsR,terD,terW,terZ	qacE			
GCF_013816335	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_014104775	arsA,arsD,arsR				
GCF_016504825				iucA,iucB,iucC,iutA,senB,ybtP,ybtQ	
GCF_012524235					
GCF_013925325	arsA,arsD,arsR,merA,merD,merE,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silF,silP,silR,silS		hdeD-GI,hsp20,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2		
GCF_014104155	merA,merD,merE,merR,merT				
GCF_016504605				ybtP,ybtQ	
GCF_002042885	arsA,arsD,arsR				
GCF_002215385	arsA,arsD,arsR,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_004331585	arsA,arsD,arsR,merA,merE,merT				
GCF_018438605	merA,merD,merE,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoR,silA,silB,silC,silF,silP,silR,silS,terD,terW,terZ	qacE			
ERQ0671	arsA,arsD,arsR,merA,merD,merE,merR,merT				
GCF_001559075	arsA,arsD,arsR				
GCF_016504345				iucA,iucB,iucC,iutA,senB,ybtP,ybtQ	
GCF_015230695	arsD,arsR,merC,merP,merR,merT,pcoA,pcoR,silA,silP,silR,terD,terW,terZ	qacEdelta1			
GCF_016503495	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_019660135	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silR,silS,terD,terW,terZ	qacEdelta1			
GCF_016501755					
GCF_000759735	arsA,arsD,arsR				
GCF_004024405	arsA,arsD,arsR,merA,merC,merD,merE,merP,merR,merT,pcoS,terD,terW,terZ	qacE			
GCF_005281305					
GCF_014803285	arsA,arsD,arsR,merC,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silR,silS	qacEdelta1			
GCF_001065805	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_004145665	arsA,arsD,arsR,merA,merD,merE,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS,terD,terW,terZ	qacE			
GCF_016501405					
GCF_005280805	arsA,arsD,arsR				
GCF_016503985	arsA,arsD,arsR,merA,merD,merE,merR,merT	qacEdelta1			
GCF_015137095	pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_900112055	arsA,arsD,arsR				
GCF_016501985	pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS			iucA,iucB,iucC,iutA,senB,ybtP,ybtQ	
GCF_000388155	arsA,arsD,arsR,pcoA,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_014803075	arsA,arsD,arsR,merA,merC,merD,merE,merP,merR,merT,ncrA,ncrB,ncrC,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silR,silS	qacEdelta1			
GCF_018066535	arsA,arsD,arsR,merA,merD,merE,merR,merT,ncrA,ncrB,ncrC,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS,terD,terW,terZ	qacEdelta1			
GCF_005281325			hdeD-GI,hsp20,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2		
GCF_018423075	arsA,arsD,arsR,merA,merB,merD,merG,merP,merR,merT,pcoA,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_016428845					
GCF_005281215					
GCF_013728095	arsA,arsD,arsR,merA,merD,merE,merR,merT				
GCF_018421575	pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silF,silP,silR,silS	qacE			
GCF_013821695	arsA,arsD,arsR				
GCF_016504485	arsA,arsD,merD,merE,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silF,silP,silR,silS				
GCF_019270375					
GCF_016507855					
GCF_001463265	arsA,arsD,arsR,merR	qacE			
DB_3_D2	arsA,arsD,arsR,merA,merD,merE,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	qacE,qacG2			
GCF_014802905	arsA,arsD,arsR,merA,merD,merE,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silR,silS	qacEdelta1			
GCF_902506695	arsA,arsD,arsR,merA,merB,merD,merE,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	qacEdelta1			
GCF_014333035	arsA,arsD,arsR				
GCF_014189375	arsA,arsD,arsR,merA,merB,merC,merD,merE,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silR,silS	qacEdelta1			
GCF_002189125	merA,merD,merE,merR,merT,terD,terW,terZ	qacE,qacEdelta1,qacL			
GCF_019399955	arsA,arsD,arsR				
GCF_019270355					
ERQ0183	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS,terD,terW,terZ				
GCF_000764735	arsD,arsR				
GCF_016501935	arsA,arsD,arsR,terD,terW,terZ		hdeD-GI,hsp20,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2		
GCF_016501295					
ERQ0213	arsA,arsD,arsR,merA,merD,merE,merR,merT		hdeD-GI,hsp20,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2		
GCF_009721345	arsA,arsD,arsR				
GCF_005281255					
GCF_009856875	merA,merD,merE,merR,merT	qacEdelta1			
GCF_016503935	arsA,arsD,arsR,merC,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silR,silS	qacEdelta1			
GCF_013425705	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS		hdeD-GI,hsp20,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2		
GCF_016501785				ybtP,ybtQ	
GCF_001412735	arsA,arsD,arsR,merD,merE,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silF,silP,silR,silS				
GCF_003812325	arsA,arsD,arsR				
GCF_018423215	arsR,merA,merD,merE,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	qacEdelta1		iucA,iucB,iucC,iucD,iutA	
GCF_014337295	arsA,arsD,arsR,merA,merD,merE,merR,merT,ncrA,ncrB,ncrC,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_003363295	arsR,merB,merD,merR				
GCF_016501115	arsA,arsD,arsR,merD,merE,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_014902055	arsA,arsD,arsR,merA,merC,merD,merE,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	qacEdelta1			
GCF_009821555	terD,terW,terZ	qacE			
GCF_001059745	arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS		hdeD-GI,hsp20,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2		
ERQ0678	arsA,arsD,arsR,merA,merD,merE,merF,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_013337015	merA,merD,merE,merR,merT	qacEdelta1			
GCF_001411885	arsA,arsD,arsR	qacEdelta1			
GCF_019270215					
GCF_019270575					
GCF_002850715	arsA,arsD,arsR			astA	
ERQ0045	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS		hsp20		
GCF_016501905				ybtP,ybtQ	
GCF_009821375	arsA,arsD,arsR,terD,terW,terZ	qacEdelta1			
ERQ0154	arsA,arsD,arsR,merA,merD,merE,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS,terD,terW,terZ				
GCF_004167485	arsA,arsD,arsR				
GCF_016507545				iucA,iucB,iucC,iutA,senB,ybtP,ybtQ	
GCF_018502305				iucA,iucB,iucC,iutA,senB,ybtP,ybtQ	
GCF_016505605	arsA,arsD,arsR			iucA,iucB,iucC,iutA,senB,ybtP,ybtQ	
GCF_013085885	arsA,arsD,arsR				
GCF_001055295	arsA,arsR,ncrA,ncrB,ncrC,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS		shsP,trxLHR,yfdX1,yfdX2		
GCF_001867255	arsA,arsD,arsR,merA,merD,merE,merR,merT,pcoE,pcoS	qacEdelta1			
GCF_008370135	arsA,arsD,arsR,merB,merC,merD,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS,terD,terW,terZ	qacEdelta1			
GCF_016500505	arsA,arsD,arsR,merD,merE,merP,merR,merT,pcoA,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_016504495	ncrA,ncrB,ncrC				
GCF_019281555	arsA,arsD,arsR,pcoA,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	qacEdelta1			
GCF_018442145	arsA,arsD,arsR,merC,merP,merR,merT,pcoA,pcoR,silA,silR	qacEdelta1			
GCF_019047765	arsR				
GCF_016501865	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS		hdeD-GI,hsp20,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2		
GCF_001880905	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	qacEdelta1			
GCF_016500805				iucA,iucB,iucC,iutA,senB,ybtP,ybtQ	
GCF_002880615					
GCF_019659905	arsA,arsD,arsR,pcoE,pcoS	qacE			
GCF_016905625	arsA,arsD,arsR,merA,merD,merE,merR,merT,terD,terW,terZ	qacEdelta1			
GCF_013266895	arsA,arsD,arsR				
GCF_016505445	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_018420365	arsA,arsD,arsR,merC,merP,merR,merT	qacEdelta1			
GCF_013724765	arsA,arsD,arsR,merD,merE,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_018420675	arsA,arsD,arsR				
GCF_016461655	pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_020034515	arsA,arsD,arsR				
GCF_013791065	arsD,arsR,merA,merD,merE,merR,merT,ncrC,nirA,nirB,nirD,pcoA,pcoR,silA,silP,silR				
GCF_019660345	arsA,arsD,arsR,merA,merC,merD,merE,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silR,silS	qacE			
GCF_002863965	arsA,arsD,arsR			iucA,iucB,iucC,iutA,senB,ybtP,ybtQ	
ERQ0250	arsD,arsR,merA,merD,merE,merR,merT,pcoA,pcoR,silA,silP,silR				
GCF_001412795	arsA,arsD,arsR,merD,merE,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silF,silP,silR,silS				
GCF_020215855	arsA,arsD,arsR				
GCF_014803315	merC,merP,merR,merT,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB	qacEdelta1			
GCF_019270315	arsA,arsD,arsR				
GCF_018446045	arsA,arsD,arsR,merC,merP,merR,merT	qacEdelta1			
GCF_009876755	arsA,arsD,arsR				
GCF_016502005				iucA,iucB,iucC,iutA,senB,ybtP,ybtQ	
GCF_014596835					
GCF_005280825	arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silR,silS		hdeD-GI,hsp20,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2		
GCF_004331535	arsA,arsD,arsR,merA,merD,merE,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_016859065	arsA,arsD,arsR				
ERQ0173	arsA,arsD,arsR,merA,merD,merE,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_013746415	merA,merD,merE,merR,merT				
GCF_001546285					
GCF_009876705	arsA,arsD,arsR				
GCF_900446975	arsA,arsD,arsR,merD,merE,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS			iucA,iucB,iucC,iutA,ybtP,ybtQ	
GCF_009648935	arsA,arsD,arsR				
GCF_900520335	arsA,arsD,arsR,merC,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silR,silS	qacEdelta1			
GCF_900080005	arsB,arsH,arsR			ybtP,ybtQ	
GCF_016503385	arsA,arsD,arsR			iucA,iucB,iucC,iutA,senB,ybtP,ybtQ	
GCF_002918855	arsA,arsR,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	qacEdelta1	hdeD-GI,hsp20,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2		
GCF_014903125	arsA,arsD,arsR,merA,merC,merD,merE,merP,merR,merT,pcoA,pcoR,pcoS,silA,silP,silR	qacEdelta1			
SG18_138_1_S32					
ERQ0685	arsA,arsD,arsR,merA,merD,merE,merF,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_009857035	arsD,arsR,merA,merD,merE,merR,merT,pcoA,pcoR,silA,silP,silR	qacEdelta1			
GCF_004801555	arsA,arsD,arsR				
GCF_005280855					
GCF_016504105					
GCF_014926275	merB,merD,merR,pcoS,terD,terW,terZ				
GCF_000759835					
GCF_019265345					
GCF_003938205	arsD,arsR				
GCF_016501325	merA,merD,merE,merR,merT,pcoA,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silF,silP,silR,silS		hdeD-GI,hsp20,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2		
GCF_016500905				iucA,iucB,iucC,iutA,senB,ybtP,ybtQ	
GCF_005281045	merA,merD,merE,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_002215605	arsA,arsD,arsR				
GCF_014189285	arsA,arsD,arsR,merA,merB,merC,merD,merE,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silR,silS	qacEdelta1			
GCF_013899425	arsA,arsD,arsR				
GCF_016503645	arsA,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS,terD,terW,terZ				
GCF_018919505	arsA,arsD,arsR				
GCF_003429605	arsA,arsD,arsR				
GCF_013168955	arsA,arsD,arsR,merA,merD,merE,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silR,silS	qacEdelta1			
GCF_002796505	arsA,arsD,merD,merE,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silF,silP,silR,silS				
GCF_016505385	arsD,arsR,ncrA,ncrB,ncrC,pcoA,pcoR,silA,silP,silR		hdeD-GI,hsp20,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2		
GCF_009730355	arsD,arsR,merA,merD,merE,merR,merT,pcoA,pcoR,silA,silP,silR	qacG2			
GCF_003401455	arsD,arsR,ncrA,ncrB,ncrC,silA,silP,silR		hdeD-GI,hsp20,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2		ymgB
GCF_001413215	arsA,arsD,arsR,merD,merE,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silF,silP,silR,silS				
GCF_000342325			hdeD-GI,hsp20,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2		
ERQ0212	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_000692135	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	qacE,qacEdelta1,qacF			
GCF_001412725	arsA,arsD,arsR				
GCF_001471775				iucA,iucB,iucC,iutA,senB,ybtP,ybtQ	
GCF_016894105					
GCF_013816795	arsA,arsD,arsR				
GCF_003665575	arsR				
GCF_005280915	pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS		hdeD-GI,hsp20,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2		
GCF_016502105					
ERQ0216	arsA,arsD,arsR,merA,merD,merE,merR,merT				
GCF_016939655	arsA,arsD,arsR,merA,merD,merE,merR,merT,pcoA,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS,terD,terW,terZ	qacE,qacEdelta1			
GCF_016505225	arsA,arsD,arsR,merC,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS			iucA,iucB,iucC,iutA,ybtP,ybtQ	
ERQ0255	arsA,arsD,arsR,merA,merD,merE,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS		hsp20		
GCF_018442185	arsD,arsR,merC,merD,merE,merP,merR,merT,pcoA,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	qacE			
GCF_021417265	arsA,arsD,arsR,merA,merD,merE,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	qacEdelta1			
GCF_013782845	arsA,arsD,arsR,merA,merD,merE,merR,merT				
GCF_016504635				iucA,iucB,iucC,iutA,senB,ybtP,ybtQ	
ERQ0175	arsA,arsD,arsR,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	qacEdelta1			
GCF_001586845	arsA,arsD,merA,merD,merE,merP,merR,merT,ncrA,ncrB,ncrC,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_013784225	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_013614655	arsA,arsD,arsR,merA,merD,merE,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS,terD,terW,terZ	qacEdelta1		ybtP,ybtQ	
GCF_001412715	arsA,arsD,arsR,merD,merE,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silF,silP,silR,silS				
GCF_016503565	arsA,arsD,arsR			iucA,iucB,iucC,iutA,senB,ybtP,ybtQ	
GCF_016508125	arsA,arsD,arsR				
GCF_013792125	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_016505465					
GCF_018106165	merA,merD,merE,merR,merT	qacEdelta1			
GCF_016128275				iucA,iucB,iucC,iutA,senB,ybtP,ybtQ	
GCF_016500725					
GCF_013874155	arsA,arsD,arsR,merA,merD,merE,merP,merR,merT,pcoA,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silF,silP,silR,silS,terD,terW,terZ	qacEdelta1			
GCF_013889875	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_016503625	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS		hdeD-GI,hsp20,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2		
GCF_901456285	arsA,arsD,merD,merE,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silF,silP,silR,silS	qacEdelta1,qacL	hdeD-GI,hsp20,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2		
GCF_014332945	arsA,arsD,arsR				
GCF_009905315			hdeD-GI,hsp20,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2		
GCF_905335685	arsA,arsD,arsR,merA,merD,merE,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silR,silS	qacEdelta1			
GCF_904425445	arsA,arsD,arsR,pcoD,pcoR,pcoS,silE,terD,terW,terZ				
ERQ0246	arsA,arsD,arsR,merA,merD,merE,merR,merT				
GCF_002208845	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_013738635	arsA,arsD,arsR,merD,merE,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_004331565	arsA,arsD,arsR,merA,merD,merE,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_016502115	arsD,arsR,merA,merD,merE,merR,merT,pcoA,pcoR,silA,silP,silR		hsp20		
GCF_018421475	arsA,arsD,arsR,merA,merD,merE,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_020559475	arsA,arsD,arsR			ybtP,ybtQ	
GCF_014230105	arsA,arsD,arsR	qacEdelta1			
ERQ0200	arsA,arsD,arsR,merA,merD,merE,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS		hdeD-GI,hsp20,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2		
GCF_016505245	arsA,arsD,arsR	qacEdelta1			
GCF_902160855	arsA,arsD,arsR				
GCF_019660715	merC,merP,merR,merT	qacEdelta1			
ERQ0043	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS		hsp20		
GCF_004795555	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silR,silS	qacE			
GCF_013739375	arsA,arsD,arsR,merA,merD,merE,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silR,silS		hdeD-GI,hsp20,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2		
ERQ0160	arsA,arsD,arsR,merA,merD,merE,merR,merT,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
