genome	n_genes_called	n_genes_mapped	n_contigs	taxonomic_level	proportion_genes_retained_in_major_clades	genes_retained_index	clade_separation_score	contamination_portion	n_effective_surplus_clades	mean_hit_identity	reference_representation_score	pass.GUNC
GCF_019660135	5045	4948	111	genus	0.9	0.88	0.37	0.15	0.37	0.95	0.84	True
GCF_016501755	4527	4453	22	genus	0.87	0.86	0.03	0.03	0.06	0.96	0.82	True
GCF_000759735	4627	4563	48	genus	0.88	0.86	0.09	0.03	0.07	0.96	0.83	True
GCF_004024405	5229	5159	137	genus	0.88	0.87	0.5	0.13	0.32	0.95	0.83	False
GCF_005281305	4460	4414	38	genus	0.92	0.92	0.05	0.03	0.05	0.97	0.89	True
GCF_014803285	5030	4940	108	genus	0.88	0.86	0.21	0.11	0.27	0.95	0.82	True
GCF_001065805	4817	4673	101	genus	0.85	0.82	0.11	0.03	0.06	0.96	0.79	True
GCF_004145665	5386	5253	272	family	0.93	0.91	0.63	0.03	0.05	0.94	0.86	False
GCF_016501405	4672	4600	27	genus	0.89	0.88	0.07	0.07	0.14	0.95	0.83	True
GCF_005280805	5968	5800	1253	class	0.99	0.97	0.95	0.02	0.05	0.93	0.9	False
GCF_016503985	4937	4860	74	genus	0.86	0.85	0.19	0.08	0.19	0.95	0.8	True
GCF_015137095	5051	4935	8	family	0.94	0.92	0.86	0.03	0.06	0.94	0.87	False
GCF_900112055	4663	4612	23	genus	0.9	0.89	0.2	0.03	0.05	0.98	0.88	True
GCF_016501985	4349	4321	23	species	0.84	0.83	0.07	0.03	0.05	0.99	0.83	True
GCF_000388155	4826	4744	73	genus	0.87	0.85	0.29	0.09	0.19	0.95	0.81	True
GCF_014803075	5655	5475	396	family	0.93	0.9	0.7	0.07	0.15	0.93	0.84	False
GCF_018066535	5577	5447	88	family	0.92	0.9	0.76	0.03	0.06	0.93	0.84	False
GCF_005281325	4465	4417	67	genus	0.89	0.88	0.19	0.05	0.11	0.95	0.84	True
GCF_018423075	5154	4949	80	genus	0.84	0.8	0.11	0.06	0.14	0.95	0.76	True
GCF_016428845	6398	5083	394	genus	0.8	0.63	0.35	0.06	0.13	0.95	0.6	True
GCF_005281215	4303	4252	119	genus	0.87	0.86	0.09	0.02	0.05	0.96	0.82	True
GCF_013728095	5363	5173	2	family	0.93	0.9	0.06	0.03	0.06	0.94	0.84	True
GCF_018421575	4991	4894	255	genus	0.88	0.86	0.37	0.12	0.27	0.95	0.81	True
GCF_013821695	4303	4256	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.92	0.91	True
GCF_016504485	4689	4628	31	genus	0.86	0.85	0.07	0.05	0.12	0.96	0.81	True
GCF_019270375	4188	4119	1	kingdom	1.0	0.98	0.0	0.0	0.0	0.95	0.93	True
GCF_016507855	4265	4229	30	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCF_001463265	4888	4787	73	family	0.96	0.94	0.87	0.04	0.09	0.97	0.91	False
DB_3_D2	5416	5265	284	order	0.96	0.93	0.89	0.03	0.06	0.93	0.87	False
GCF_014802905	5439	5235	137	family	0.92	0.89	0.54	0.03	0.06	0.94	0.83	False
GCF_902506695	5046	4968	123	family	0.95	0.93	0.87	0.03	0.06	0.97	0.91	False
GCF_014333035	4692	4637	107	species	0.83	0.82	0.02	0.03	0.07	0.99	0.81	True
GCF_014189375	5221	5114	2	family	0.93	0.91	0.51	0.02	0.05	0.94	0.86	False
GCF_002189125	4917	4831	72	genus	0.87	0.86	0.5	0.09	0.21	0.95	0.82	False
GCF_019399955	4811	4713	10	genus	0.83	0.82	0.1	0.05	0.12	0.95	0.78	True
GCF_019270355	4187	4122	1	kingdom	1.0	0.98	0.0	0.0	0.0	0.95	0.93	True
ERQ0183	5209	4835	168	genus	0.89	0.83	0.43	0.14	0.34	0.95	0.78	True
GCF_000764735	4606	4554	31	genus	0.85	0.84	0.13	0.02	0.05	0.96	0.8	True
GCF_016501935	5132	5008	64	genus	0.87	0.85	0.31	0.14	0.36	0.93	0.79	True
GCF_016501295	4523	4472	24	genus	0.88	0.87	0.07	0.03	0.07	0.96	0.83	True
ERQ0213	5466	5303	193	family	0.94	0.91	0.44	0.05	0.1	0.93	0.84	True
GCF_009721345	4635	4582	34	genus	0.87	0.86	0.03	0.03	0.06	0.96	0.82	True
GCF_005281255	4505	4469	38	species	0.89	0.89	0.01	0.04	0.09	0.99	0.88	True
GCF_009856875	5632	5358	399	family	0.93	0.88	0.86	0.04	0.09	0.96	0.85	False
GCF_016503935	4763	4664	56	genus	0.86	0.84	0.12	0.05	0.12	0.95	0.81	True
GCF_013425705	4829	4763	70	genus	0.86	0.85	0.18	0.04	0.09	0.95	0.81	True
GCF_016501785	4690	4628	23	genus	0.9	0.89	0.05	0.06	0.13	0.95	0.84	True
GCF_001412735	5273	5138	237	genus	0.85	0.83	0.34	0.1	0.22	0.95	0.79	True
GCF_003812325	4611	4564	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCF_018423215	4915	4836	147	genus	0.9	0.88	0.31	0.13	0.31	0.95	0.84	True
GCF_014337295	4991	4887	5	family	0.96	0.94	0.34	0.02	0.05	0.94	0.88	True
GCF_003363295	4937	4805	140	genus	0.86	0.84	0.15	0.06	0.13	0.95	0.79	True
GCF_016501115	5059	4893	81	species	0.83	0.81	0.17	0.04	0.09	0.99	0.8	True
GCF_014902055	4815	4759	5	genus	0.9	0.89	0.08	0.1	0.24	0.95	0.84	True
GCF_009821555	5251	5151	83	genus	0.85	0.84	0.39	0.1	0.23	0.95	0.8	True
GCF_001059745	4836	4740	184	genus	0.87	0.85	0.28	0.06	0.13	0.95	0.81	True
ERQ0678	5710	5327	214	family	0.9	0.84	0.5	0.03	0.07	0.93	0.78	False
GCF_013337015	4937	4857	10	family	0.96	0.95	0.77	0.03	0.06	0.94	0.89	False
GCF_001411885	4527	4485	6	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCF_019270215	4126	4065	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True
GCF_019270575	4186	4120	1	kingdom	1.0	0.98	0.0	0.0	0.0	0.95	0.93	True
GCF_002850715	5371	5236	64	genus	0.81	0.79	0.19	0.07	0.16	0.95	0.75	True
ERQ0045	4913	4843	68	genus	0.87	0.86	0.15	0.09	0.2	0.95	0.82	True
GCF_016501905	4689	4626	22	genus	0.9	0.89	0.05	0.06	0.13	0.95	0.84	True
GCF_009821375	5299	5078	114	genus	0.82	0.79	0.14	0.06	0.13	0.95	0.75	True
ERQ0154	5316	5102	245	genus	0.85	0.82	0.34	0.13	0.31	0.95	0.78	True
GCF_004167485	4622	4549	29	species	0.84	0.83	0.01	0.03	0.07	0.99	0.82	True
GCF_016507545	4270	4237	24	species	0.85	0.84	0.09	0.03	0.05	0.99	0.83	True
GCF_018502305	4117	4061	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCF_016505605	4487	4444	17	genus	0.9	0.89	0.03	0.03	0.06	0.99	0.88	True
GCF_013085885	4632	4539	3	family	0.96	0.94	0.7	0.02	0.04	0.94	0.88	False
GCF_001055295	4905	4785	126	genus	0.89	0.87	0.22	0.11	0.27	0.95	0.83	True
GCF_001867255	5233	5110	216	family	0.92	0.9	0.58	0.02	0.05	0.93	0.84	False
GCF_008370135	5204	5039	210	genus	0.87	0.84	0.49	0.11	0.24	0.95	0.8	False
GCF_016500505	5046	4879	59	genus	0.84	0.81	0.12	0.06	0.12	0.95	0.77	True
GCF_016504495	4752	4673	60	family	0.97	0.95	0.54	0.02	0.05	0.94	0.89	False
GCF_019281555	4868	4785	85	genus	0.87	0.86	0.27	0.02	0.05	0.98	0.84	True
GCF_018442145	5237	5128	115	genus	0.84	0.83	0.33	0.12	0.29	0.94	0.78	True
GCF_019047765	4717	4644	3	genus	0.86	0.84	0.01	0.07	0.16	0.95	0.8	True
GCF_016501865	5071	4990	102	genus	0.87	0.85	0.19	0.1	0.22	0.95	0.81	True
GCF_001880905	5295	5206	101	class	0.99	0.98	0.52	0.02	0.04	0.93	0.91	False
GCF_016500805	4485	4448	15	species	0.83	0.82	0.04	0.03	0.06	0.99	0.81	True
GCF_002880615	5023	4945	2	kingdom	1.0	0.98	0.0	0.0	0.0	0.93	0.92	True
GCF_019659905	4960	4866	57	genus	0.86	0.85	0.12	0.08	0.18	0.95	0.81	True
GCF_016905625	5234	5115	172	genus	0.86	0.84	0.44	0.12	0.27	0.94	0.79	True
GCF_013266895	5105	5032	285	genus	0.86	0.85	0.48	0.11	0.24	0.95	0.81	False
GCF_016505445	4788	4719	2	genus	0.86	0.84	0.27	0.06	0.14	0.96	0.81	True
GCF_018420365	4895	4811	116	family	0.96	0.94	0.92	0.03	0.06	0.94	0.89	False
GCF_013724765	5231	5044	3	genus	0.87	0.84	0.05	0.1	0.24	0.95	0.79	True
GCF_018420675	4675	4612	50	genus	0.85	0.84	0.05	0.04	0.08	0.95	0.8	True
GCF_016461655	4731	4678	90	genus	0.87	0.86	0.15	0.07	0.15	0.95	0.82	True
GCF_020034515	4753	4709	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.93	0.92	True
GCF_013791065	5283	5187	3	genus	0.88	0.86	0.13	0.15	0.38	0.94	0.81	True
GCF_019660345	5129	5029	86	genus	0.88	0.87	0.18	0.11	0.27	0.95	0.82	True
GCF_002863965	4311	4269	32	genus	0.91	0.9	0.04	0.03	0.05	0.99	0.89	True
ERQ0250	5079	4996	94	genus	0.88	0.87	0.2	0.13	0.33	0.95	0.82	True
GCF_001412795	5079	4954	44	genus	0.84	0.82	0.05	0.07	0.15	0.95	0.78	True
GCF_020215855	4934	4820	95	genus	0.87	0.85	0.38	0.1	0.24	0.94	0.81	True
GCF_014803315	4955	4828	1032	genus	0.85	0.83	0.38	0.09	0.21	0.95	0.79	True
GCF_019270315	4149	4083	1	kingdom	1.0	0.98	0.0	0.0	0.0	0.93	0.92	True
GCF_018446045	4924	4846	109	family	0.96	0.94	0.92	0.03	0.06	0.94	0.89	False
GCF_009876755	4619	4546	25	species	0.84	0.83	0.01	0.03	0.07	0.99	0.82	True
GCF_016502005	4634	4581	28	species	0.82	0.81	0.08	0.05	0.12	0.99	0.8	True
GCF_014596835	4346	4280	32	genus	0.87	0.86	0.05	0.04	0.07	0.95	0.82	True
GCF_005280825	4351	4303	115	genus	0.88	0.87	0.23	0.08	0.18	0.94	0.81	True
GCF_004331535	5151	4963	75	genus	0.84	0.81	0.28	0.08	0.19	0.95	0.77	True
GCF_016859065	4862	4726	85	genus	0.88	0.85	0.08	0.06	0.14	0.95	0.81	True
ERQ0173	5425	5177	171	genus	0.83	0.79	0.26	0.11	0.26	0.95	0.75	True
GCF_013746415	5157	4964	4	genus	0.84	0.81	0.06	0.11	0.27	0.95	0.77	True
GCF_001546285	4612	4552	23	genus	0.88	0.87	0.04	0.04	0.08	0.96	0.83	True
GCF_009876705	4620	4545	24	species	0.84	0.83	0.01	0.03	0.07	0.99	0.82	True
GCF_900446975	4750	4711	3	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCF_009648935	4522	4473	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.93	0.92	True
GCF_900520335	5177	5084	5	family	0.95	0.93	0.21	0.02	0.05	0.94	0.87	True
GCF_900080005	4858	4801	48	genus	0.89	0.88	0.09	0.06	0.13	0.95	0.83	True
GCF_016503385	4431	4405	29	genus	0.9	0.89	0.03	0.02	0.05	0.99	0.88	True
GCF_002918855	5083	4971	117	family	0.94	0.92	0.87	0.03	0.07	0.95	0.87	False
GCF_014903125	5468	5330	22	genus	0.81	0.79	0.7	0.05	0.1	0.98	0.78	False
SG18_138_1_S32	4319	4257	26	genus	0.88	0.87	0.04	0.03	0.06	0.95	0.83	True
ERQ0685	5614	5374	172	family	0.92	0.88	0.46	0.05	0.11	0.93	0.82	False
GCF_009857035	5028	4961	3	family	0.94	0.93	0.8	0.03	0.06	0.94	0.88	False
GCF_004801555	4958	4893	4	genus	0.9	0.89	0.06	0.12	0.27	0.95	0.84	True
GCF_005280855	3934	3872	84	genus	0.87	0.85	0.08	0.04	0.08	0.95	0.81	True
GCF_016504105	4628	4572	14	genus	0.86	0.85	0.02	0.03	0.07	0.96	0.81	True
GCF_014926275	4892	4823	249	genus	0.87	0.86	0.63	0.11	0.24	0.96	0.82	False
GCF_000759835	4292	4277	30	kingdom	1.0	1.0	0.0	0.0	0.0	0.99	0.99	True
GCF_019265345	4167	4101	1	kingdom	1.0	0.98	0.0	0.0	0.0	0.95	0.93	True
GCF_003938205	4704	4640	17	genus	0.87	0.86	0.09	0.06	0.12	0.95	0.82	True
GCF_016501325	4833	4765	105	genus	0.9	0.88	0.22	0.1	0.22	0.95	0.84	True
GCF_016500905	4581	4532	15	species	0.81	0.8	0.04	0.03	0.07	0.99	0.8	True
GCF_005281045	4698	4645	107	genus	0.91	0.9	0.15	0.08	0.18	0.95	0.85	True
GCF_002215605	4652	4579	1	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True
GCF_014189285	5276	5161	2	family	0.93	0.91	0.5	0.02	0.04	0.94	0.86	False
GCF_013899425	4604	4523	1	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True
GCF_016503645	5032	4932	83	genus	0.88	0.87	0.38	0.1	0.23	0.95	0.82	True
GCF_018919505	4846	4794	452	genus	0.93	0.92	0.27	0.02	0.05	0.99	0.91	True
GCF_003429605	4861	4789	37	genus	0.85	0.83	0.14	0.11	0.27	0.93	0.78	True
GCF_013168955	5367	5162	92	family	0.93	0.89	0.58	0.03	0.07	0.94	0.83	False
GCF_002796505	4671	4599	2	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True
GCF_016505385	5040	4968	47	genus	0.89	0.87	0.18	0.1	0.23	0.95	0.83	True
GCF_009730355	4808	4749	4	genus	0.89	0.88	0.01	0.08	0.18	0.95	0.84	True
GCF_003401455	5384	5287	446	genus	0.89	0.88	0.41	0.16	0.39	0.95	0.83	True
GCF_001413215	5107	4982	135	genus	0.84	0.82	0.23	0.07	0.16	0.95	0.78	True
GCF_000342325	4585	4497	21	genus	0.91	0.89	0.06	0.08	0.17	0.95	0.85	True
ERQ0212	5348	5192	137	family	0.92	0.89	0.43	0.03	0.05	0.94	0.84	True
GCF_000692135	4894	4842	4	genus	0.85	0.85	0.04	0.02	0.05	0.99	0.83	True
GCF_001412725	5055	4946	204	genus	0.85	0.83	0.25	0.07	0.15	0.95	0.79	True
GCF_001471775	4716	4627	13	species	0.82	0.81	0.03	0.06	0.12	0.99	0.8	True
GCF_016894105	4242	4180	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.97	True
GCF_013816795	4501	4450	2	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCF_003665575	4289	4241	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCF_005280915	4545	4496	92	genus	0.87	0.87	0.26	0.06	0.13	0.95	0.83	True
GCF_016502105	4403	4356	22	genus	0.89	0.88	0.03	0.03	0.06	0.96	0.84	True
ERQ0216	5046	4930	146	genus	0.86	0.84	0.28	0.11	0.27	0.95	0.8	True
GCF_016939655	5335	5238	6	family	0.94	0.92	0.72	0.03	0.07	0.94	0.87	False
GCF_016505225	4598	4519	37	kingdom	1.0	0.98	0.0	0.0	0.0	0.96	0.94	True
ERQ0255	5211	5010	181	genus	0.85	0.81	0.27	0.11	0.25	0.95	0.78	True
GCF_018442185	5481	5267	106	order	0.96	0.93	0.63	0.04	0.09	0.93	0.86	False
GCF_021417265	4988	4904	140	genus	0.86	0.85	0.33	0.09	0.2	0.95	0.8	True
GCF_013782845	5104	4905	8	family	0.92	0.89	0.27	0.03	0.05	0.94	0.83	True
GCF_016504635	4553	4507	23	species	0.82	0.81	0.05	0.03	0.06	0.99	0.8	True
ERQ0175	5410	5251	235	family	0.95	0.92	0.48	0.05	0.12	0.93	0.85	False
GCF_001586845	5034	4922	67	genus	0.84	0.82	0.15	0.07	0.16	0.95	0.78	True
GCF_013784225	4504	4467	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.93	0.92	True
GCF_013614655	5048	4990	2	genus	0.91	0.9	0.33	0.12	0.29	0.95	0.86	True
GCF_001412715	5038	4923	47	genus	0.84	0.82	0.13	0.07	0.15	0.95	0.78	True
GCF_016503565	4509	4467	31	species	0.82	0.81	0.08	0.03	0.06	0.99	0.8	True
GCF_016508125	4473	4411	36	genus	0.87	0.86	0.09	0.03	0.07	0.95	0.81	True
GCF_013792125	4981	4906	2	genus	0.87	0.85	0.03	0.13	0.32	0.93	0.8	True
GCF_016505465	4517	4467	22	genus	0.87	0.86	0.04	0.03	0.05	0.96	0.82	True
GCF_018106165	4961	4895	98	species	0.85	0.84	0.2	0.05	0.1	0.99	0.83	True
GCF_016128275	4304	4288	3	kingdom	1.0	1.0	0.0	0.0	0.0	0.99	0.99	True
GCF_016500725	4442	4405	22	genus	0.91	0.9	0.04	0.06	0.14	0.95	0.86	True
GCF_013874155	5308	5164	3	genus	0.86	0.83	0.32	0.13	0.32	0.96	0.79	True
GCF_013889875	4311	4281	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCF_016503625	5143	5049	82	genus	0.84	0.83	0.21	0.1	0.22	0.95	0.78	True
GCF_901456285	5184	5047	25	genus	0.87	0.85	0.12	0.12	0.3	0.95	0.8	True
GCF_014332945	4796	4679	35	family	0.95	0.93	0.23	0.02	0.04	0.93	0.87	True
GCF_009905315	4657	4601	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.92	True
GCF_905335685	5751	5561	8	family	0.93	0.9	0.33	0.04	0.08	0.93	0.83	True
GCF_904425445	5265	5154	2	genus	0.86	0.84	0.22	0.12	0.27	0.94	0.79	True
ERQ0246	5094	4974	150	genus	0.83	0.81	0.31	0.09	0.21	0.95	0.78	True
GCF_002208845	4460	4419	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCF_013738635	5323	5090	5	genus	0.85	0.81	0.08	0.11	0.26	0.95	0.77	True
GCF_004331565	5319	5122	97	genus	0.85	0.81	0.15	0.09	0.22	0.95	0.77	True
GCF_016502115	4639	4598	69	genus	0.89	0.88	0.13	0.09	0.2	0.95	0.84	True
GCF_018421475	4908	4752	102	genus	0.85	0.82	0.23	0.06	0.14	0.95	0.78	True
GCF_020559475	4652	4609	27	genus	0.88	0.87	0.03	0.03	0.07	0.96	0.83	True
GCF_014230105	5206	5119	199	genus	0.86	0.85	0.34	0.11	0.25	0.95	0.8	True
ERQ0200	5220	5020	130	genus	0.86	0.83	0.26	0.13	0.31	0.95	0.79	True
GCF_016505245	4714	4649	41	genus	0.89	0.87	0.11	0.07	0.16	0.95	0.83	True
GCF_902160855	4655	4593	55	genus	0.86	0.85	0.12	0.06	0.12	0.95	0.81	True
GCF_019660715	4631	4565	75	genus	0.88	0.87	0.13	0.08	0.17	0.95	0.83	True
ERQ0043	4918	4849	77	genus	0.87	0.86	0.17	0.09	0.2	0.95	0.82	True
GCF_004795555	5175	4983	140	family	0.93	0.9	0.87	0.03	0.06	0.94	0.84	False
GCF_013739375	4823	4755	5	genus	0.9	0.89	0.05	0.11	0.25	0.95	0.84	True
ERQ0160	5286	5105	283	family	0.94	0.91	0.69	0.04	0.09	0.93	0.84	False
GCF_019584605	4621	4560	49	genus	0.88	0.86	0.08	0.08	0.18	0.95	0.82	True
GCF_018439245	4829	4753	47	genus	0.87	0.86	0.11	0.07	0.16	0.95	0.82	True
GCF_004181995	4488	4426	112	genus	0.88	0.87	0.16	0.02	0.05	0.99	0.86	True
GCF_018446035	4754	4666	117	genus	0.9	0.88	0.2	0.07	0.16	0.95	0.84	True
GCF_010588075	5199	5074	570	class	0.96	0.94	0.98	0.05	0.11	0.96	0.9	False
GCF_014855945	5236	5023	115	genus	0.85	0.82	0.24	0.11	0.27	0.95	0.77	True
GCF_013336915	5895	5633	12	family	0.9	0.86	0.45	0.07	0.15	0.93	0.8	True
GCF_018421175	5105	4991	107	genus	0.88	0.86	0.19	0.12	0.27	0.95	0.82	True
GCF_009664065	5398	5240	3	genus	0.85	0.82	0.28	0.14	0.33	0.95	0.78	True
GCF_016501555	4379	4349	17	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.97	True
GCF_005281115	4825	4755	76	genus	0.88	0.86	0.19	0.04	0.08	0.97	0.84	True
GCF_002151785	4918	4777	4	genus	0.84	0.82	0.01	0.03	0.07	0.96	0.78	True
GCF_015666935	5028	4865	56	genus	0.83	0.8	0.15	0.06	0.14	0.95	0.77	True
GCF_001037505	5415	5149	9	family	0.93	0.88	0.45	0.03	0.07	0.93	0.82	False
ERQ0186	5044	4929	123	genus	0.87	0.85	0.22	0.1	0.24	0.95	0.8	True
GCF_018422995	5001	4914	89	genus	0.87	0.86	0.54	0.1	0.22	0.96	0.82	False
GCF_014803055	4923	4835	132	family	0.94	0.92	0.51	0.02	0.04	0.94	0.87	False
GCF_014169975	4982	4926	4	genus	0.87	0.86	0.07	0.1	0.23	0.95	0.81	True
GCF_014596845	4782	4732	46	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCF_014859035	4931	4872	2	kingdom	1.0	0.99	0.0	0.0	0.0	0.96	0.95	True
GCF_014802995	5176	5053	126	genus	0.87	0.85	0.24	0.12	0.27	0.95	0.81	True
GCF_016906145	4167	4091	1	kingdom	1.0	0.98	0.0	0.0	0.0	0.98	0.97	True
GCF_013730455	4682	4626	4	genus	0.9	0.89	0.04	0.11	0.25	0.95	0.85	True
GCF_014802945	5061	4960	134	genus	0.88	0.86	0.23	0.11	0.27	0.95	0.82	True
GCF_009295665	5886	5656	357	order	0.96	0.92	1.0	0.02	0.05	0.92	0.85	False
GCF_008693945	4188	4169	1	kingdom	1.0	1.0	0.0	0.0	0.0	0.98	0.98	True
GCF_014596855	4343	4275	29	genus	0.87	0.86	0.03	0.03	0.07	0.95	0.82	True
GCF_018439745	4951	4852	96	genus	0.86	0.84	0.14	0.07	0.15	0.95	0.8	True
GCF_016505085	4791	4734	61	genus	0.87	0.86	0.13	0.09	0.19	0.95	0.82	True
GCF_019661085	4960	4889	52	genus	0.89	0.88	0.17	0.09	0.19	0.95	0.83	True
GCF_008693645	4638	4596	2	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCF_000692115	5377	5193	18	family	0.94	0.91	0.58	0.04	0.07	0.94	0.85	False
GCF_003362775	5188	4946	111	genus	0.83	0.79	0.25	0.08	0.17	0.95	0.75	True
GCF_001413125	5204	5067	145	genus	0.85	0.83	0.32	0.1	0.22	0.95	0.78	True
GCF_016894025	4274	4208	1	kingdom	1.0	0.98	0.0	0.0	0.0	0.99	0.97	True
GCF_020889185	5363	5204	270	genus	0.84	0.82	0.63	0.07	0.16	0.98	0.8	False
GCF_016504015	4658	4580	38	genus	0.88	0.86	0.07	0.05	0.11	0.95	0.82	True
GCF_018444505	5323	5099	172	genus	0.83	0.79	0.3	0.08	0.18	0.95	0.75	True
GCF_013726215	4433	4373	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.92	0.91	True
GCF_020593155	4662	4614	48	genus	0.88	0.87	0.04	0.03	0.07	0.96	0.83	True
GCF_000982845	4578	4520	19	genus	0.9	0.89	0.04	0.06	0.12	0.95	0.85	True
GCF_009647535	4684	4623	141	genus	0.88	0.86	0.23	0.05	0.12	0.95	0.82	True
GCF_019731375	4729	4690	72	species	0.9	0.89	0.15	0.07	0.14	0.99	0.88	True
GCF_001022685	5210	5123	126	family	0.94	0.93	0.88	0.03	0.06	0.95	0.88	False
GCF_003665675	4940	4870	2	kingdom	1.0	0.99	0.0	0.0	0.0	0.93	0.92	True
GCF_009910785	4640	4565	16	genus	0.86	0.85	0.06	0.03	0.05	0.96	0.81	True
GCF_004331635	4696	4615	24	genus	0.84	0.82	0.07	0.03	0.07	0.96	0.79	True
GCF_009881155	4616	4540	33	species	0.84	0.83	0.01	0.03	0.07	0.99	0.82	True
GCF_014802845	5458	5282	198	family	0.93	0.9	0.56	0.03	0.06	0.93	0.84	False
GCF_016504005	4814	4738	34	genus	0.89	0.88	0.08	0.07	0.15	0.95	0.84	True
GCF_004305705	4938	4822	13	genus	0.85	0.83	0.23	0.06	0.14	0.95	0.79	True
GCF_016502965	4577	4534	32	genus	0.89	0.88	0.12	0.08	0.18	0.96	0.84	True
GCF_013747275	4848	4780	3	kingdom	1.0	0.99	0.0	0.0	0.0	0.93	0.91	True
GCF_015134935	5032	4939	5	family	0.94	0.93	0.85	0.03	0.06	0.94	0.87	False
GCF_002114305	4944	4862	41	species	0.85	0.83	0.06	0.06	0.12	0.99	0.82	True
GCF_905232395	4601	4533	2	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.92	True
GCF_019270235	4328	4285	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCF_016500765	5421	5231	87	genus	0.81	0.78	0.28	0.1	0.23	0.95	0.74	True
GCF_016507635	4659	4603	30	genus	0.87	0.86	0.04	0.04	0.09	0.95	0.82	True
GCF_016406035	4459	4413	34	genus	0.91	0.9	0.08	0.05	0.11	0.95	0.86	True
GCF_016503265	5171	4968	147	genus	0.87	0.83	0.29	0.11	0.27	0.95	0.79	True
GCF_900079785	4746	4697	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCF_004153245	5051	4927	177	family	0.95	0.93	0.53	0.03	0.05	0.94	0.87	False
GCF_016505295	4207	4184	17	species	0.86	0.86	0.03	0.02	0.05	0.99	0.85	True
GCF_016500825	4462	4427	14	species	0.83	0.82	0.04	0.03	0.06	0.99	0.82	True
GCF_016133805	5080	4955	97	genus	0.9	0.88	0.32	0.14	0.35	0.94	0.82	True
GCF_005281015	4740	4649	133	family	0.96	0.94	0.45	0.02	0.04	0.93	0.88	True
GCF_902506715	5026	4951	101	family	0.95	0.93	0.87	0.03	0.06	0.97	0.91	False
GCF_016505645	4648	4561	36	genus	0.88	0.86	0.11	0.06	0.12	0.95	0.82	True
GCF_004004705	5965	5766	712	family	0.93	0.9	0.53	0.03	0.06	0.93	0.84	False
GCF_905335675	5055	4975	31	genus	0.85	0.83	0.07	0.08	0.18	0.95	0.79	True
GCF_900169625	5354	5235	253	family	0.93	0.91	0.55	0.06	0.13	0.93	0.85	False
GCF_018423195	5570	5413	560	genus	0.86	0.83	0.32	0.12	0.29	0.95	0.79	True
GCF_014855935	5091	4993	141	family	0.94	0.92	0.57	0.02	0.04	0.94	0.87	False
GCF_001413035	5203	5065	139	genus	0.85	0.83	0.32	0.1	0.22	0.95	0.78	True
GCF_000582615	4632	4564	62	genus	0.9	0.88	0.08	0.06	0.12	0.95	0.84	True
GCF_009876715	4619	4546	27	species	0.84	0.83	0.01	0.03	0.07	0.99	0.82	True
GCF_013604545	5148	4945	5	genus	0.86	0.83	0.11	0.11	0.25	0.95	0.79	True
GCF_015135215	5120	5026	9	family	0.91	0.89	0.75	0.03	0.07	0.95	0.84	False
GCF_021440745	4894	4831	68	family	0.97	0.96	0.53	0.02	0.04	0.94	0.9	False
GCF_016501285	5096	5004	32	genus	0.86	0.84	0.07	0.05	0.11	0.95	0.8	True
GCF_010365585	5027	4900	4	family	0.95	0.92	0.83	0.03	0.06	0.95	0.88	False
GCF_010597685	5084	4813	367	order	0.95	0.9	0.91	0.02	0.05	0.93	0.84	False
GCF_003204265	5905	5764	9	genus	0.79	0.77	0.55	0.07	0.16	0.97	0.75	False
GCF_001037495	4558	4554	2	kingdom	1.0	1.0	0.0	0.0	0.0	1.0	0.99	True
GCF_013724425	5200	5007	3	genus	0.84	0.81	0.05	0.12	0.27	0.95	0.77	True
