snp-dists 0.6.3,152,154,155,156,159,160,161,162,165,166,169,172,173,175,183,186,189,192,199,200,211,212,213,216,217,222,224,225,227,230,233,241,243,246,250,251,255,259,278,310,43,44,45,46,572,671,672,674,677,678,681,682,683,685,689,CABIZU01,CACD01,CP011612,CP011657,CP016952,CP020448,CP022049,CP024672,CP024673,CP024677,CP024679,CP024680,CP024683,CP024819,CP024881,CP024898,CP026045,CP026056,CP026231,CP026235,CP026238,CP026677,CP027849,CP036435,CP042478,CP042517,CP042524,CP042534,DB_3_C10,DB_3_C11,DB_3_C12,DB_3_C9,DB_3_D1,DB_3_D2,DB_3_F10,DB_5_F12,GCF_014332835,GCF_014332855,GCF_014332945,JRHL01000001,JRST01,JYFY02000001,JYFZ02000001,LR699006,LRPR01,NZ_LR890181,SD_5_A12,SD_5_D4,SD_9_B7,SD_9_C7
45,4156,4156,31246,4161,31246,22175,4046,31247,31244,31247,31318,22407,4201,3571,22561,4203,4158,22175,31247,3729,31247,4194,31252,31246,31249,22177,31247,4146,5866,4243,5858,5910,4157,31249,4093,31244,4159,3542,4158,4156,0,22175,0,4302,31257,31250,31210,31207,31210,4149,4149,4150,4205,4149,4149,4241,31276,4037,4039,4156,30002,31194,4420,5951,4245,3573,3652,5546,29914,5547,22284,29960,5542,4215,31245,22171,22284,5947,4045,4113,4109,26,25,4154,4152,4154,4153,4150,4153,4132,4155,31919,31919,31880,31175,3511,4042,3446,29960,4419,4038,31307,4299,31243,49
46,3951,3951,31239,3956,31239,22235,4108,31240,31237,31240,31291,22423,4166,4294,22595,4168,3953,22235,31240,4436,31240,3988,31245,31239,31242,22237,31240,4017,5702,4258,5694,5593,3952,31242,4030,31237,3954,4279,3953,3951,4302,22219,4302,0,31257,31243,31190,31187,31190,4020,4020,4021,4074,4020,4020,4051,31269,4100,4102,3951,29992,31202,4370,5727,4260,4191,4350,5304,29892,5304,22305,29949,5300,4180,31238,22231,22305,5723,4108,4083,4079,4299,4299,4025,4023,4023,4024,4021,4024,4155,4026,31885,31885,31856,31171,4295,4105,4335,29949,4369,4043,31275,4195,31213,4303
572,31121,31121,4047,31124,4051,30452,31143,4048,4046,4048,3998,30691,31225,31201,30727,31227,31123,30452,4048,31223,4048,31152,4053,4049,4052,30454,4048,31119,31201,31033,31195,31222,31121,4050,31187,4045,31124,31197,31123,31121,31257,30451,31257,31257,0,4051,4072,4069,4072,31123,31123,31124,31176,31123,31123,31180,4060,31134,31136,31119,26385,3991,31080,31325,31035,31238,31188,31090,26329,31091,30536,26370,31085,31225,4046,30449,30536,31318,31141,31147,31143,31259,31259,31130,31129,31131,31130,31127,31130,31159,31132,32935,32935,32879,3968,31168,31137,31160,26370,31081,31101,4117,31205,3962,31261
671,31100,31100,26,31103,30,30470,31120,27,25,27,4134,30697,31212,31209,30724,31214,31102,30470,27,31244,27,31131,32,28,3,30472,27,31120,31199,31031,31193,31155,31100,29,31203,24,31103,31202,31102,31100,31250,30467,31250,31243,4051,0,3659,3656,3659,31126,31126,31127,31179,31126,31126,31213,3508,31111,31113,31098,26383,3294,31092,31310,31033,31232,31187,31084,26309,31083,30516,26381,31079,31210,25,30467,30516,31303,31118,31139,31135,31250,31250,31133,31132,31134,31133,31130,31133,31166,31135,32923,32923,32862,3575,31176,31114,31162,26381,31093,31096,3695,31194,3484,31252
672,31054,31054,3655,31057,3659,30465,31067,3656,3654,3656,4108,30701,31156,31158,30737,31158,31056,30465,3656,31202,3656,31085,3661,3657,3658,30467,3656,31088,31126,30980,31120,31119,31054,3658,31156,3653,31057,31152,31056,31054,31210,30461,31210,31190,4072,3659,0,3,0,31092,31092,31093,31145,31092,31092,31141,3533,31058,31060,31051,26381,3446,31050,31273,30982,31179,31147,31042,26312,31041,30533,26354,31037,31155,3652,30462,30533,31266,31065,31094,31090,31210,31210,31099,31098,31100,31099,31096,31099,31118,31101,32837,32837,32778,3545,31115,31063,31112,26354,31051,31056,3614,31175,3386,31212
674,31051,31051,3652,31054,3656,30463,31064,3653,3651,3653,4105,30699,31153,31155,30735,31155,31053,30463,3653,31199,3653,31082,3658,3654,3655,30465,3653,31085,31123,30977,31117,31116,31051,3655,31153,3650,31054,31149,31053,31051,31207,30459,31207,31187,4069,3656,3,0,3,31089,31089,31090,31142,31089,31089,31138,3530,31055,31057,31048,26378,3443,31047,31270,30979,31176,31144,31039,26309,31038,30531,26351,31034,31152,3649,30460,30531,31263,31062,31091,31087,31207,31207,31096,31095,31097,31096,31093,31096,31115,31098,32834,32834,32775,3542,31112,31060,31109,26351,31048,31053,3611,31172,3383,31209
677,31054,31054,3655,31057,3659,30465,31067,3656,3654,3656,4108,30701,31156,31158,30737,31158,31056,30465,3656,31202,3656,31085,3661,3657,3658,30467,3656,31088,31126,30980,31120,31119,31054,3658,31156,3653,31057,31152,31056,31054,31210,30461,31210,31190,4072,3659,0,3,0,31092,31092,31093,31145,31092,31092,31141,3533,31058,31060,31051,26381,3446,31050,31273,30982,31179,31147,31042,26312,31041,30533,26354,31037,31155,3652,30462,30533,31266,31065,31094,31090,31210,31210,31099,31098,31100,31099,31096,31099,31118,31101,32837,32837,32778,3545,31115,31063,31112,26354,31051,31056,3614,31175,3386,31212
678,3307,3307,31122,3312,31122,22035,3848,31123,31120,31123,31195,22224,3892,4038,22417,3894,3309,22035,31123,4228,31123,3347,31128,31122,31125,22037,31123,15,5428,3659,5421,5196,3308,31125,3869,31120,3310,4041,3309,3307,4149,22023,4149,4020,31123,31126,31092,31089,31092,0,0,1,60,4,0,3818,31169,3839,3841,3307,29907,31071,4172,5387,3661,4194,4162,5081,29809,5082,22140,29855,5077,3906,31121,22031,22140,5383,3847,3654,3650,4146,4146,49,47,49,48,45,48,3763,50,31762,31762,31757,31065,4012,3842,3995,29855,4171,3692,31172,4095,31109,4150
681,3307,3307,31122,3312,31122,22035,3848,31123,31120,31123,31195,22224,3892,4038,22417,3894,3309,22035,31123,4228,31123,3347,31128,31122,31125,22037,31123,15,5428,3659,5421,5196,3308,31125,3869,31120,3310,4041,3309,3307,4149,22023,4149,4020,31123,31126,31092,31089,31092,0,0,1,60,4,0,3818,31169,3839,3841,3307,29907,31071,4172,5387,3661,4194,4162,5081,29809,5082,22140,29855,5077,3906,31121,22031,22140,5383,3847,3654,3650,4146,4146,49,47,49,48,45,48,3763,50,31762,31762,31757,31065,4012,3842,3995,29855,4171,3692,31172,4095,31109,4150
682,3308,3308,31123,3313,31123,22036,3849,31124,31121,31124,31196,22225,3893,4039,22418,3895,3310,22036,31124,4229,31124,3348,31129,31123,31126,22038,31124,16,5429,3660,5422,5197,3309,31126,3870,31121,3311,4042,3310,3308,4150,22024,4150,4021,31124,31127,31093,31090,31093,1,1,0,61,5,1,3819,31170,3840,3842,3308,29908,31072,4173,5388,3662,4195,4163,5082,29810,5083,22141,29856,5078,3907,31122,22032,22141,5384,3848,3655,3651,4147,4147,50,48,50,49,46,49,3764,51,31763,31763,31758,31066,4013,3843,3996,29856,4172,3693,31173,4096,31110,4151
683,3363,3363,31175,3368,31175,22091,3904,31176,31173,31176,31248,22280,3948,4094,22473,3950,3365,22091,31176,4284,31176,3403,31181,31175,31178,22093,31176,71,5484,3715,5477,5252,3364,31178,3925,31173,3366,4096,3365,3363,4205,22079,4205,4074,31176,31179,31145,31142,31145,60,60,61,0,60,60,3874,31222,3895,3897,3363,29960,31124,4228,5443,3717,4250,4217,5137,29862,5138,22196,29909,5133,3962,31174,22087,22196,5439,3903,3710,3706,4202,4202,105,103,105,104,101,104,3819,106,31815,31815,31810,31118,4068,3900,4051,29909,4227,3748,31225,4151,31162,4206
685,3307,3307,31122,3312,31122,22035,3848,31123,31120,31123,31195,22224,3892,4038,22417,3894,3309,22035,31123,4228,31123,3347,31128,31122,31125,22037,31123,15,5428,3659,5421,5196,3308,31125,3869,31120,3310,4041,3309,3307,4149,22023,4149,4020,31123,31126,31092,31089,31092,4,4,5,60,0,4,3818,31169,3839,3841,3307,29907,31071,4172,5387,3661,4194,4162,5081,29809,5082,22140,29857,5077,3906,31121,22031,22140,5383,3847,3654,3650,4146,4146,49,47,49,48,45,48,3763,50,31762,31762,31757,31065,4012,3844,3995,29857,4171,3692,31172,4095,31109,4150
689,3307,3307,31122,3312,31122,22035,3848,31123,31120,31123,31195,22224,3892,4038,22417,3894,3309,22035,31123,4228,31123,3347,31128,31122,31125,22037,31123,15,5428,3659,5421,5196,3308,31125,3869,31120,3310,4041,3309,3307,4149,22023,4149,4020,31123,31126,31092,31089,31092,0,0,1,60,4,0,3818,31169,3839,3841,3307,29907,31071,4172,5387,3661,4194,4162,5081,29809,5082,22140,29855,5077,3906,31121,22031,22140,5383,3847,3654,3650,4146,4146,49,47,49,48,45,48,3763,50,31762,31762,31757,31065,4012,3842,3995,29855,4171,3692,31172,4095,31109,4150
CABIZU01,3824,3824,31211,3829,31211,22116,3688,31212,31209,31212,31276,22327,3405,4163,22485,3407,3826,22116,31212,4142,31212,3864,31217,31211,31212,22118,31212,3815,5409,3700,5402,5517,3825,31214,3681,31209,3827,4152,3826,3824,4241,22111,4241,4051,31180,31213,31141,31138,31141,3818,3818,3819,3874,3818,3818,0,31221,3680,3682,3824,29986,31152,3811,5449,3702,4236,4243,5108,29896,5109,22218,29937,5104,3416,31210,22112,22218,5444,3686,3831,3827,4238,4238,3825,3823,3825,3824,3821,3824,3858,3826,31854,31854,31846,31133,3964,3685,4129,29937,3808,3791,31244,4039,31172,4242
CACD01,31135,31135,3504,31136,3508,30510,31150,3505,3503,3505,4222,30740,31241,31228,30771,31243,31135,30510,3505,31256,3505,31166,3510,3506,3509,30512,3505,31163,31207,31039,31203,31198,31135,3507,31214,3502,31136,31221,31135,31133,31276,30504,31276,31269,4060,3508,3533,3530,3533,31169,31169,31170,31222,31169,31169,31221,0,31141,31143,31132,26437,3438,31103,31326,31041,31246,31211,31112,26358,31113,30560,26428,31107,31241,3501,30507,30560,31319,31148,31178,31174,31278,31278,31176,31175,31177,31176,31173,31176,31190,31178,32892,32892,32853,3536,31176,31146,31187,26428,31104,31136,3720,31233,3403,31280
CP011612,3786,3786,31109,3791,31107,22042,23,31110,31107,31110,31187,22229,3631,4066,22424,3633,3788,22042,31110,4238,31110,3825,31115,31107,31110,22044,31110,3836,5433,3853,5425,5349,3787,31110,3714,31107,3789,4057,3788,3786,4037,22041,4037,4100,31134,31111,31058,31055,31058,3839,3839,3840,3895,3839,3839,3680,31141,0,2,3786,29926,31076,4059,5510,3855,4208,4161,5073,29821,5074,22135,29901,5069,3644,31108,22038,22135,5506,22,3924,3920,4034,4034,3844,3842,3844,3843,3840,3843,3711,3845,31840,31840,31800,31071,3896,15,3959,29901,4058,3904,31146,4090,31114,4038
CP011657,3788,3788,31111,3793,31109,22044,25,31112,31109,31112,31189,22231,3633,4068,22426,3635,3790,22044,31112,4240,31112,3827,31117,31109,31112,22046,31112,3838,5435,3855,5427,5351,3789,31112,3716,31109,3791,4059,3790,3788,4039,22043,4039,4102,31136,31113,31060,31057,31060,3841,3841,3842,3897,3841,3841,3682,31143,2,0,3788,29928,31078,4061,5512,3857,4210,4163,5075,29823,5076,22137,29903,5071,3646,31110,22040,22137,5508,24,3925,3921,4036,4036,3846,3844,3846,3845,3842,3845,3713,3847,31842,31842,31802,31073,3898,17,3961,29903,4060,3906,31148,4092,31116,4040
CP016952,72,72,31096,77,31096,22015,3795,31097,31094,31097,31160,22218,3777,3976,22423,3779,74,22015,31097,4100,31097,112,31102,31096,31097,22017,31097,3304,5407,3565,5399,5354,73,31099,3784,31094,75,3982,74,72,4156,22003,4156,3951,31119,31098,31051,31048,31051,3307,3307,3308,3363,3307,3307,3824,31132,3786,3788,0,29856,31060,4046,5424,3568,4126,4093,5008,29751,5009,22098,29793,5004,3791,31095,22011,22098,5420,3794,3616,3612,4154,4153,3312,3310,3312,3311,3308,3311,3405,3313,31764,31764,31752,31048,3888,3791,3973,29793,4045,3643,31129,4079,31073,4157
CP020448,29861,29861,26378,29863,26380,28864,29935,26377,26376,26377,26427,28882,29915,29947,28895,29917,29860,28864,26377,29957,26377,29895,26382,26378,26382,28866,26377,29903,29949,29854,29941,29911,29861,26379,29965,26376,29861,29936,29860,29860,30002,28853,30002,29992,26385,26383,26381,26378,26381,29907,29907,29908,29960,29907,29907,29986,26437,29926,29928,29856,0,26371,29913,30081,29858,29953,30026,29823,2704,29826,28657,2750,29820,29918,26378,28861,28657,30075,29933,29915,29911,30004,30003,29913,29912,29914,29913,29910,29913,29939,29915,33956,33956,33913,26381,29923,29929,30029,2750,29912,29863,26421,29980,26328,30004
CP022049,31062,31062,3290,31065,3292,30439,31085,3289,3289,3289,4109,30685,31159,31156,30715,31161,31064,30439,3289,31192,3289,31093,3294,3290,3293,30441,3289,31067,31148,30973,31142,31138,31062,3291,31137,3288,31065,31148,31064,31062,31194,30438,31194,31202,3991,3294,3446,3443,3446,31071,31071,31072,31124,31071,31071,31152,3438,31076,31078,31060,26371,0,31027,31255,30975,31177,31139,31048,26287,31049,30529,26357,31043,31157,3289,30436,30529,31248,31083,31092,31088,31196,31196,31076,31075,31077,31076,31073,31076,31116,31078,32927,32927,32870,3569,31120,31081,31109,26357,31028,31048,3213,31155,3484,31198
CP024672,4046,4046,31090,4051,31090,22171,4068,31091,31088,31091,31158,22406,4066,4391,22524,4068,4048,22171,31091,4427,31091,4086,31096,31090,31091,22173,31091,4169,5621,4087,5614,5638,4047,31093,4102,31088,4049,4388,4048,4046,4420,22161,4420,4370,31080,31092,31050,31047,31050,4172,4172,4173,4228,4172,4172,3811,31103,4059,4061,4046,29913,31027,0,5739,4089,4405,4413,5321,29809,5321,22260,29871,5317,4077,31089,22167,22260,5735,4067,4205,4201,4418,4417,4177,4175,4175,4176,4173,4176,4011,4178,31697,31697,31679,31026,4306,4064,4377,29871,11,4215,31128,4195,31054,4421
CP024673,5424,5424,31306,5429,31306,21982,5516,31307,31304,31307,31384,22208,5614,6045,22352,5616,5426,21982,31307,5986,31307,5462,31310,31306,31309,21984,31307,5384,2922,5481,2913,4383,5425,31309,5511,31304,5427,6034,5426,5424,5951,21983,5951,5727,31325,31310,31273,31270,31273,5387,5387,5388,5443,5387,5387,5449,31326,5510,5512,5424,30081,31255,5739,0,5483,6037,5920,4326,29976,4327,22047,30034,4322,5628,31305,21978,22047,31,5518,5548,5544,5949,5948,5392,5390,5392,5391,5388,5391,5409,5393,32123,32123,32098,31259,5909,5515,5957,30034,5736,5582,31351,5423,31273,5952
CP024677,3568,3568,31029,3573,31029,22020,3864,31030,31027,31030,31096,22210,3878,4163,22398,3880,3570,22020,31030,4239,31030,3607,31035,31029,31032,22022,31030,3658,5398,26,5390,5363,3569,31032,3914,31027,3571,4148,3570,3568,4245,22011,4245,4260,31035,31033,30982,30979,30982,3661,3661,3662,3717,3661,3661,3702,31041,3855,3857,3568,29858,30975,4089,5483,0,4067,4267,5042,29770,5043,22097,29809,5038,3892,31028,22016,22097,5478,3863,3613,3609,4242,4242,3666,3664,3664,3665,3662,3665,3817,3667,31761,31761,31737,30943,4038,3860,4101,29809,4088,3655,31057,3994,31009,4246
CP024679,4126,4126,31228,4131,31228,22187,4216,31229,31226,31229,31302,22388,4370,3615,22550,4372,4128,22187,31229,3692,31229,4162,31234,31228,31231,22189,31229,4191,6011,4065,6003,5874,4127,31231,4160,31226,4129,3588,4128,4126,3573,22171,3573,4191,31238,31232,31179,31176,31179,4194,4194,4195,4250,4194,4194,4236,31246,4208,4210,4126,29953,31177,4405,6037,4067,0,3785,5544,29858,5545,22265,29894,5540,4384,31227,22183,22265,6033,4216,4040,4036,3570,3570,4199,4197,4199,4198,4195,4198,4238,4200,31897,31897,31868,31173,3451,4213,3755,29894,4404,3992,31268,4321,31223,3574
CP024680,4093,4093,31183,4098,31181,22129,4170,31184,31181,31184,31262,22325,4318,3527,22519,4320,4095,22129,31184,3788,31184,4132,31189,31181,31186,22131,31184,4159,5973,4265,5965,5900,4094,31184,4227,31181,4096,3508,4095,4093,3652,22123,3652,4350,31188,31187,31147,31144,31147,4162,4162,4163,4217,4162,4162,4243,31211,4161,4163,4093,30026,31139,4413,5920,4267,3785,0,5646,29926,5647,22201,29971,5642,4332,31182,22125,22201,5914,4169,4152,4148,3650,3649,4167,4165,4167,4166,4163,4166,4200,4168,31797,31797,31802,31129,3513,4166,3603,29971,4412,4164,31228,4323,31156,3653
CP024683,5012,5012,31080,5017,31080,21945,5081,31081,31078,31081,31156,22152,5119,5646,22344,5121,5014,21945,31081,5685,31081,5050,31086,31080,31083,21947,31081,5078,4351,5040,4343,3384,5013,31083,5163,31078,5015,5637,5014,5012,5546,21951,5546,5304,31090,31084,31042,31039,31042,5081,5081,5082,5137,5081,5081,5108,31112,5073,5075,5008,29823,31048,5321,4326,5042,5544,5646,0,29707,25,22050,29767,10,5133,31079,21941,22050,4322,5081,5151,5147,5543,5543,5084,5082,5084,5083,5080,5083,4928,5085,31800,31800,31776,31024,5571,5078,5463,29767,5318,5213,31115,5111,31041,5547
CP024819,29756,29756,26305,29758,26307,28727,29830,26304,26303,26304,26333,28731,29825,29844,28766,29827,29755,28727,26304,29866,26304,29790,26309,26305,26308,28729,26304,29805,29832,29766,29824,29808,29756,26306,29861,26303,29756,29834,29755,29753,29914,28716,29914,29892,26329,26309,26312,26309,26312,29809,29809,29810,29862,29809,29809,29896,26358,29821,29823,29751,2704,26287,29809,29976,29770,29858,29926,29707,0,29710,28538,2798,29704,29828,26304,28724,28538,29970,29828,29831,29827,29918,29917,29815,29814,29816,29815,29812,29815,29838,29817,33846,33846,33809,26296,29818,29824,29938,2798,29808,29770,26330,29890,26256,29918
CP024881,5013,5013,31079,5018,31079,21945,5082,31080,31077,31080,31157,22152,5120,5647,22344,5122,5015,21945,31080,5686,31080,5051,31085,31079,31082,21947,31080,5079,4352,5041,4344,3385,5014,31082,5163,31077,5016,5638,5015,5013,5547,21951,5547,5304,31091,31083,31041,31038,31041,5082,5082,5083,5138,5082,5082,5109,31113,5074,5076,5009,29826,31049,5321,4327,5043,5545,5647,25,29710,0,22050,29770,21,5134,31078,21941,22050,4323,5082,5152,5148,5544,5544,5085,5083,5085,5084,5081,5084,4929,5086,31799,31799,31775,31023,5572,5079,5464,29770,5318,5213,31114,5112,31042,5548
CP024898,22097,22097,30512,22102,30512,5017,22143,30511,30511,30511,30554,5339,22159,22187,6245,22161,22099,5017,30511,22230,30511,22136,30514,30510,30515,5019,30511,22138,22031,22095,22024,22066,22098,30513,22169,30510,22100,22182,22099,22096,22284,5009,22284,22305,30536,30516,30533,30531,30533,22140,22140,22141,22196,22140,22140,22218,30560,22135,22137,22098,28657,30529,22260,22047,22097,22265,22201,22050,28538,22050,0,28650,22045,22164,30511,5013,0,22041,22142,22122,22118,22282,22282,22146,22145,22147,22146,22143,22146,22092,22148,36268,36268,36231,30437,22183,22140,22249,28650,22261,22103,30573,22166,30525,22288
CP026045,29798,29798,26378,29798,26380,28842,29910,26377,26376,26377,26401,28862,29896,29881,28903,29898,29795,28842,26377,29897,26377,29832,26382,26378,26380,28844,26377,29853,29913,29805,29908,29884,29798,26379,29921,26376,29796,29866,29795,29795,29960,28831,29960,29949,26370,26381,26354,26351,26354,29855,29855,29856,29909,29857,29855,29937,26428,29901,29903,29793,2750,26357,29871,30034,29809,29894,29971,29767,2798,29770,28650,0,29764,29899,26377,28839,28650,30028,29908,29862,29858,29962,29961,29863,29862,29864,29863,29860,29861,29893,29865,33897,33897,33872,26364,29866,29902,29988,0,29870,29810,26396,29945,26315,29962
CP026056,5008,5008,31075,5013,31075,21941,5077,31076,31073,31076,31151,22146,5115,5642,22339,5117,5010,21941,31076,5681,31076,5046,31081,31075,31078,21943,31076,5074,4347,5036,4339,3380,5009,31078,5159,31073,5011,5633,5010,5008,5542,21947,5542,5300,31085,31079,31037,31034,31037,5077,5077,5078,5133,5077,5077,5104,31107,5069,5071,5004,29820,31043,5317,4322,5038,5540,5642,10,29704,21,22045,29764,0,5129,31074,21937,22045,4318,5077,5147,5143,5539,5539,5080,5078,5080,5079,5076,5079,4924,5081,31795,31795,31771,31019,5567,5074,5459,29764,5314,5209,31110,5107,31036,5543
CP026231,3791,3791,31210,3796,31210,22085,3652,31211,31208,31211,31273,22297,122,4060,22472,124,3793,22085,31211,4398,31211,3831,31216,31210,31209,22087,31211,3903,5613,3890,5605,5409,3792,31213,3885,31208,3794,4049,3793,3791,4215,22074,4215,4180,31225,31210,31155,31152,31155,3906,3906,3907,3962,3906,3906,3416,31241,3644,3646,3791,29918,31157,4077,5628,3892,4384,4332,5133,29828,5134,22164,29899,5129,0,31209,22081,22164,5623,3652,3801,3797,4212,4212,3911,3909,3911,3910,3907,3910,3753,3912,31833,31833,31807,31142,4077,3649,4130,29899,4076,3767,31230,4018,31179,4216
CP026235,31097,31097,21,31100,25,30465,31117,22,20,22,4127,30692,31211,31204,30719,31213,31099,30465,22,31239,22,31128,27,23,26,30467,22,31115,31194,31026,31188,31150,31097,24,31200,19,31100,31197,31099,31097,31245,30462,31245,31238,4046,25,3652,3649,3652,31121,31121,31122,31174,31121,31121,31210,3501,31108,31110,31095,26378,3289,31089,31305,31028,31227,31182,31079,26304,31078,30511,26377,31074,31209,0,30462,30511,31298,31115,31134,31130,31245,31245,31128,31127,31129,31128,31125,31128,31163,31130,32916,32916,32855,3570,31171,31111,31157,26377,31090,31091,3690,31189,3477,31247
CP026238,22010,22010,30463,22016,30463,20,22046,30462,30462,30462,30507,5125,22074,22101,6360,22076,22013,20,30462,22133,30462,22049,30465,30461,30466,22,30462,22029,21940,22014,21933,21976,22011,30464,22054,30461,22014,22095,22013,22010,22171,38,22171,22231,30449,30467,30462,30460,30462,22031,22031,22032,22087,22031,22031,22112,30507,22038,22040,22011,28861,30436,22167,21978,22016,22183,22125,21941,28724,21941,5013,28839,21937,22081,30462,0,5013,21972,22045,22045,22041,22169,22169,22036,22034,22036,22035,22032,22035,21991,22037,36273,36273,36220,30386,22099,22043,22131,28839,22168,22026,30493,22120,30453,22175
CP026677,22097,22097,30512,22102,30512,5017,22143,30511,30511,30511,30554,5339,22159,22187,6245,22161,22099,5017,30511,22230,30511,22136,30514,30510,30515,5019,30511,22138,22031,22095,22024,22066,22098,30513,22169,30510,22100,22182,22099,22096,22284,5009,22284,22305,30536,30516,30533,30531,30533,22140,22140,22141,22196,22140,22140,22218,30560,22135,22137,22098,28657,30529,22260,22047,22097,22265,22201,22050,28538,22050,0,28650,22045,22164,30511,5013,0,22041,22142,22122,22118,22282,22282,22146,22145,22147,22146,22143,22146,22092,22148,36268,36268,36231,30437,22183,22140,22249,28650,22261,22103,30573,22166,30525,22288
CP027849,5420,5420,31299,5425,31299,21976,5512,31300,31297,31300,31377,22202,5609,6038,22346,5611,5422,21976,31300,5982,31300,5458,31303,31299,31302,21978,31300,5380,2917,5476,2908,4378,5421,31302,5507,31297,5423,6027,5422,5420,5947,21977,5947,5723,31318,31303,31266,31263,31266,5383,5383,5384,5439,5383,5383,5444,31319,5506,5508,5420,30075,31248,5735,31,5478,6033,5914,4322,29970,4323,22041,30028,4318,5623,31298,21972,22041,0,5514,5544,5540,5945,5944,5388,5386,5388,5387,5384,5387,5405,5389,32117,32117,32092,31252,5905,5511,5953,30028,5732,5578,31344,5419,31266,5948
CP036435,3794,3794,31116,3799,31114,22049,31,31117,31114,31117,31194,22236,3639,4074,22431,3641,3796,22049,31117,4246,31117,3833,31122,31114,31117,22051,31117,3844,5441,3861,5433,5357,3795,31117,3722,31114,3797,4065,3796,3794,4045,22048,4045,4108,31141,31118,31065,31062,31065,3847,3847,3848,3903,3847,3847,3686,31148,22,24,3794,29933,31083,4067,5518,3863,4216,4169,5081,29828,5082,22142,29908,5077,3652,31115,22045,22142,5514,0,3932,3928,4042,4042,3852,3850,3852,3851,3848,3851,3719,3853,31846,31846,31806,31078,3904,27,3967,29908,4066,3912,31153,4098,31121,4046
CP042478,3616,3616,31135,3621,31133,22049,3933,31136,31133,31136,31203,22235,3787,3947,22393,3789,3618,22049,31136,4046,31136,3655,31141,31133,31138,22051,31136,3651,5573,3611,5565,5470,3617,31136,3897,31133,3619,3949,3618,3616,4113,22037,4113,4083,31147,31139,31094,31091,31094,3654,3654,3655,3710,3654,3654,3831,31178,3924,3925,3616,29915,31092,4205,5548,3613,4040,4152,5151,29831,5152,22122,29862,5147,3801,31134,22045,22122,5544,3932,0,4,4111,4110,3659,3657,3659,3658,3655,3658,3721,3660,31866,31866,31847,31072,3875,3929,4122,29862,4204,555,31177,4006,31121,4114
CP042517,3612,3612,31131,3617,31129,22045,3929,31132,31129,31132,31199,22231,3783,3943,22389,3785,3614,22045,31132,4042,31132,3651,31137,31129,31134,22047,31132,3647,5569,3607,5561,5466,3613,31132,3893,31129,3615,3945,3614,3612,4109,22033,4109,4079,31143,31135,31090,31087,31090,3650,3650,3651,3706,3650,3650,3827,31174,3920,3921,3612,29911,31088,4201,5544,3609,4036,4148,5147,29827,5148,22118,29858,5143,3797,31130,22041,22118,5540,3928,4,0,4107,4106,3655,3653,3655,3654,3651,3654,3717,3656,31862,31862,31843,31068,3871,3925,4118,29858,4200,551,31173,4002,31117,4110
CP042524,4154,4154,31246,4159,31246,22173,4043,31247,31244,31247,31318,22407,4198,3569,22559,4200,4156,22173,31247,3727,31247,4192,31252,31246,31249,22175,31247,4143,5864,4240,5856,5908,4155,31249,4090,31244,4157,3540,4156,4154,26,22173,26,4299,31259,31250,31210,31207,31210,4146,4146,4147,4202,4146,4146,4238,31278,4034,4036,4154,30004,31196,4418,5949,4242,3570,3650,5543,29918,5544,22282,29962,5539,4212,31245,22169,22282,5945,4042,4111,4107,0,5,4151,4149,4151,4150,4147,4150,4130,4152,31915,31915,31876,31177,3508,4039,3443,29962,4417,4036,31307,4296,31241,47
CP042534,4153,4153,31246,4158,31246,22173,4043,31247,31244,31247,31318,22407,4198,3568,22559,4200,4155,22173,31247,3726,31247,4191,31252,31246,31249,22175,31247,4143,5863,4240,5855,5907,4154,31249,4090,31244,4156,3539,4155,4153,25,22173,25,4299,31259,31250,31210,31207,31210,4146,4146,4147,4202,4146,4146,4238,31278,4034,4036,4153,30003,31196,4417,5948,4242,3570,3649,5543,29917,5544,22282,29961,5539,4212,31245,22169,22282,5944,4042,4110,4106,5,0,4151,4149,4151,4150,4147,4150,4129,4152,31915,31915,31876,31177,3508,4039,3443,29961,4416,4035,31307,4296,31241,46
DB_3_C10,3312,3312,31129,3317,31129,22040,3853,31130,31127,31130,31202,22229,3897,4043,22422,3899,3314,22040,31130,4233,31130,3352,31135,31129,31132,22042,31130,46,5433,3664,5426,5201,3313,31132,3874,31127,3315,4046,3314,3312,4154,22028,4154,4025,31130,31133,31099,31096,31099,49,49,50,105,49,49,3825,31176,3844,3846,3312,29913,31076,4177,5392,3666,4199,4167,5084,29815,5085,22146,29863,5080,3911,31128,22036,22146,5388,3852,3659,3655,4151,4151,0,10,12,5,8,11,3770,7,31764,31764,31761,31072,4017,3849,3998,29863,4176,3697,31179,4100,31116,4155
DB_3_C11,3310,3310,31128,3315,31128,22038,3851,31129,31126,31129,31201,22227,3895,4041,22420,3897,3312,22038,31129,4231,31129,3350,31134,31128,31131,22040,31129,44,5431,3662,5424,5199,3311,31131,3872,31126,3313,4044,3312,3310,4152,22026,4152,4023,31129,31132,31098,31095,31098,47,47,48,103,47,47,3823,31175,3842,3844,3310,29912,31075,4175,5390,3664,4197,4165,5082,29814,5083,22145,29862,5078,3909,31127,22034,22145,5386,3850,3657,3653,4149,4149,10,0,6,9,2,5,3768,11,31762,31762,31759,31071,4015,3847,3996,29862,4174,3695,31178,4098,31115,4153
