ID ST_new Cluster__autocolour bacsort_species match collection Int_Ext biosample Source Country Date strain Year_bin Source_simple
GCF_009876815 ST34^^ 84 "Citrobacter amalonaticus" 100.00% RefSeq Ext SAMN11945278 Human USA 2015 BIOML-A7 2011-2015 Human
GCF_018447685 ST396 212 "Citrobacter freundii" 100.00% RefSeq Ext SAMN17372063 Human Germany 2018 Survcare150 2016-2020 Human
GCF_014803335 ST73^^ 213 "Citrobacter freundii" 100.00% RefSeq Ext SAMN16205286 Human France 2017 137i7 2016-2020 Human
GCF_905329885 ST22 214 "Citrobacter freundii" 100.00% RefSeq Ext SAMEA8065677 Unknown Unknown NA NA Unknown Unknown
GCF_019448455 ST284 215 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN20477951 Avian China 2020 SC2-6 2016-2020 Avian
GCF_020889125 ST74^^ 216 "Citrobacter freundii" 100.00% RefSeq Ext SAMD00412808 Unknown Unknown NA NA Unknown Unknown
GCF_001558935 ST50^^ 217 "Citrobacter amalonaticus" 100.00% RefSeq Ext SAMN03996309 Human USA 2014 FDAARGOS_165 2011-2015 Human
GCF_016939615 ST8 218 "Citrobacter freundii" 100.00% RefSeq Ext SAMN16933282 Human "Czech Republic" 2019 CF49969 2016-2020 Human
GCF_016505125 ST75^^ 219 "Citrobacter amalonaticus" 100.00% RefSeq Ext SAMN10435582 Human USA 2017 CB00038 2016-2020 Human
GCF_005281265 ST32^^ 80 "Citrobacter braakii" 100.00% RefSeq Ext SAMN11369631 Unknown Poland NA wls713 Unknown Unknown
GCF_002151735 ST216 220 "Citrobacter freundii" 100.00% RefSeq Ext SAMN04521891 Human USA 2015 MGH142 2011-2015 Human
GCF_018446835 ST19 221 "Citrobacter freundii" 100.00% RefSeq Ext SAMN17372133 Human Germany 2019 Survcare242 2016-2020 Human
GCF_021729115 ST129 222 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN24386560 Fish China 2019 GC01 2016-2020 Fish/Reptile
GCF_001413095 ST76^^ 186 "Citrobacter freundii" 100.00% RefSeq Ext SAMN02872770 Unknown USA 2011 "RU2 LB30" 2011-2015 Unknown
GCF_014855535 ST278 223 "Citrobacter freundii" 100.00% RefSeq Ext SAMN12219575 Human Germany 2014 CF12908 2011-2015 Human
GCF_005280945 ST77^^ 224 "Citrobacter gillenii" 100.00% RefSeq Ext SAMN11369636 Unknown Poland NA wls718 Unknown Unknown
ERQ0689 ST116 112 "Citrobacter freundii" 99.44% Wastewater Int NA Wastewater Australia 2019 NA 2016-2020 Wastewater
GCF_001880865 ST125 226 "Citrobacter freundii" 100.00% RefSeq Ext SAMN05447748 Human Spain 2013 CF_12_ST_92 2011-2015 Human
GCF_001034475 ST111 227 "Citrobacter freundii" 100.00% RefSeq Ext SAMN03280163 Human Unknown 2014 MGH103 2011-2015 Human
GCF_016504515 ST393 228 "Citrobacter braakii" 100.00% RefSeq Ext SAMN10435614 Human USA 2018 CB00072 2016-2020 Human
GCF_016905875 ST4^^ 12 "Citrobacter freundii" 100.00% RefSeq Ext SAMN16933260 Human "Czech Republic" 2018 CF46338 2016-2020 Human
GCF_014104375 ST78^^ 230 "Citrobacter braakii" 100.00% RefSeq Ext SAMN15148451 Environment "United Kingdom" 2017 RHBSTW-00013 2016-2020 Environment
GCF_001412825 ST100 186 "Citrobacter freundii" 100.00% RefSeq Ext SAMN02872796 Unknown USA 2013 "RU2 BHI20" 2011-2015 Unknown
GCF_001559235 ST79^^ 231 "Citrobacter youngae" 100.00% RefSeq Ext SAMN03996300 Human USA 2014 FDAARGOS_155 2011-2015 Human
GCF_004152635 ST22 232 "Citrobacter freundii" 100.00% RefSeq Ext SAMN10644685 Human France 2017 11600 2016-2020 Human
GCF_013882995 ST80^^ 233 "Citrobacter gillenii" 100.00% RefSeq Ext SAMN15148223 Bovine "United Kingdom" 2017 RHB24-C05 2016-2020 Swine/Bovine
GCF_018138525 ST81^^ 236 "Citrobacter braakii" 100.00% RefSeq Ext SAMN18437201 Human Russia 2019 "SCPM-O-B-9249 (F24-1Cb/19)" 2016-2020 Human
ERQ0227 ST69^^ 238 "Citrobacter freundii" 98.80% Wastewater Int NA Wastewater Australia 2019 NA 2016-2020 Wastewater
GCF_010279875 ST82^^ 239 "Citrobacter freundii" 100.00% RefSeq Ext SAMN10171331 Environment Portugal 2018 CR16 2016-2020 Environment
GCF_013816335 ST83^^ 240 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN15148357 Bovine "United Kingdom" 2017 RHB35-C22 2016-2020 Swine/Bovine
GCF_014104775 ST84^^ 241 "Citrobacter gillenii" 100.00% RefSeq Ext SAMN15148340 Bovine "United Kingdom" 2017 RHB34-C11 2016-2020 Swine/Bovine
GCF_012524235 ST85^^ 243 "Citrobacter braakii" 100.00% RefSeq Ext SAMN14563051 Environment USA 2019 TSA-1 2016-2020 Environment
GCF_013925325 ST86^^ 244 "Citrobacter gillenii" 100.00% RefSeq Ext SAMN15148727 Environment "United Kingdom" 2017 RHBSTW-00880 2016-2020 Environment
GCF_014104155 ST48^^ 132 "Citrobacter braakii" 100.00% RefSeq Ext NA Unknown Unknown NA NA Unknown Unknown
GCF_016504605 ST389 245 "Citrobacter braakii" 100.00% RefSeq Ext SAMN10435607 Human USA 2017 CB00064 2016-2020 Human
GCF_002042885 ST87^^ 246 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN06214708 Unknown Portugal 2008 A60 1983-2010 Unknown
GCF_002215385 ST257 247 "Citrobacter freundii" 100.00% RefSeq Ext SAMN07280739 Environment China 2015 18-1 2011-2015 Environment
GCF_004331585 ST81 248 "Citrobacter braakii" 100.00% RefSeq Ext NA Unknown Unknown NA NA Unknown Unknown
GCF_018438605 ST88^^ 249 "Citrobacter freundii" 100.00% RefSeq Ext SAMN17371862 Human Germany 2017 sc17238571 2016-2020 Human
ERQ0671 ST110 250 "Citrobacter braakii" 99.62% Wastewater Int NA Wastewater Australia 2019 NA 2016-2020 Wastewater
GCF_001559075 ST89^^ 251 "Citrobacter amalonaticus" 100.00% RefSeq Ext SAMN03996265 Human USA 2013 FDAARGOS_122 2011-2015 Human
GCF_015230695 ST51^^ 148 "Citrobacter freundii" 100.00% RefSeq Ext SAMN14257459 Environment "South Africa" 2018 8E1-2 2016-2020 Environment
GCF_016503495 ST90^^ 253 "Citrobacter freundii" 100.00% RefSeq Ext SAMN12220321 Human USA 2018 CB00116 2016-2020 Human
GCF_019660135 ST22 10 "Citrobacter freundii" 100.00% RefSeq Ext SAMN20568193 Human China 2015 CF-15-2-29 2011-2015 Human
GCF_016501755 ST91^^ 254 "Citrobacter braakii" 100.00% RefSeq Ext SAMN16339991 Human USA 2019 CB00149 2016-2020 Human
GCF_000759735 ST92^^ 255 "Citrobacter freundii" 100.00% RefSeq Ext SAMD00018684 Unknown Unknown NA NA Unknown Unknown
GCF_004024405 ST93^^ 256 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN09289737 Environment USA 2017 GEO_16_Eff_A 2016-2020 Environment
GCF_005281305 ST94^^ 257 "Citrobacter werkmanii" 100.00% RefSeq Ext SAMN11369625 Unknown Poland NA wls706 Unknown Unknown
GCF_014803285 ST22 258 "Citrobacter freundii" 100.00% RefSeq Ext SAMN16205283 Human France 2016 124G3 2016-2020 Human
GCF_001065805 ST95^^ 259 "Citrobacter braakii" 100.00% RefSeq Ext SAMN03197842 Human USA NA 641_SENT Unknown Human
GCF_004145665 ST19 260 "Citrobacter freundii" 100.00% RefSeq Ext SAMN10840491 Human France 2017 071G10 2016-2020 Human
GCF_016501405 ST96^^ 261 "Citrobacter braakii" 100.00% RefSeq Ext SAMN16340005 Human USA 2019 CB00163 2016-2020 Human
GCF_005280805 ST97^^ 262 "Citrobacter gillenii" 100.00% RefSeq Ext SAMN11369645 Unknown Poland NA TBCS-14 Unknown Unknown
GCF_016503985 ST91 102 "Citrobacter freundii" 100.00% RefSeq Ext SAMN12220301 Human USA 2018 CB00094 2016-2020 Human
GCF_015137095 ST98^^ 263 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMD00195946 Unknown Unknown NA NA Unknown Unknown
GCF_900112055 ST99^^ 264 "Citrobacter amalonaticus" 100.00% RefSeq Ext SAMN05216502 Unknown Unknown NA NLAE-zl-C269 Unknown Unknown
GCF_000388155 ST169 266 "Citrobacter freundii" 100.00% RefSeq Ext SAMN02469849 Unknown Unknown NA "GTC 09629" Unknown Unknown
GCF_014803075 ST22 267 "Citrobacter freundii" 100.00% RefSeq Ext SAMN16205297 Human France 2018 169J8 2016-2020 Human
GCF_018066535 ST22 42 "Citrobacter freundii" 100.00% RefSeq Ext SAMN18511097 Human USA 2020 2021EL-00126 2016-2020 Human
GCF_005281325 ST100^^ 268 "Citrobacter braakii" 100.00% RefSeq Ext SAMN11369623 Unknown Poland NA wls620 Unknown Unknown
GCF_018423075 ST101^^ 269 "Citrobacter freundii" 100.00% RefSeq Ext SAMN17372996 Human Germany 2019 Survcare311 2016-2020 Human
GCF_016428845 ST102^^ 270 "Citrobacter braakii" 100.00% RefSeq Ext SAMN17004939 Plant USA 2019 ASV29 2016-2020 Plant
GCF_005281215 ST103^^ 271 "Citrobacter braakii" 100.00% RefSeq Ext SAMN11369644 Unknown Poland NA wls831 Unknown Unknown
GCF_013728095 ST52^^ 272 "Citrobacter braakii" 100.00% RefSeq Ext NA Unknown Unknown NA NA Unknown Unknown
GCF_018421575 ST111 273 "Citrobacter freundii" 100.00% RefSeq Ext SAMN17373073 Human Germany 2019 Survcare405 2016-2020 Human
GCF_013821695 ST104^^ 274 "Citrobacter gillenii" 100.00% RefSeq Ext SAMN15148307 Bovine "United Kingdom" 2017 RHB31-C16 2016-2020 Swine/Bovine
GCF_016504485 ST98 275 "Citrobacter freundii" 100.00% RefSeq Ext SAMN10435612 Human USA 2018 CB00070 2016-2020 Human
GCF_019270375 ST105^^ 276 "Citrobacter braakii" 100.00% RefSeq Ext SAMN17824623 Other Thailand NA Colony409 Unknown Other
DB_3_D2 ST23^^ 58 "Citrobacter freundii" 99.43% Wastewater Int NA Wastewater Australia 2020 NA 2016-2020 Wastewater
GCF_014802905 ST22 279 "Citrobacter freundii" 100.00% RefSeq Ext SAMN16205306 Human France 2018 179I4 2016-2020 Human
GCF_902506695 ST7^^ 18 "Citrobacter amalonaticus" 100.00% RefSeq Ext SAMEA6098293 Unknown Unknown NA NA Unknown Unknown
GCF_014333035 ST106^^ 280 "Citrobacter amalonaticus" 100.00% RefSeq Ext SAMN13884683 Avian Australia 2017 966a 2016-2020 Avian
GCF_014189375 ST22 281 "Citrobacter freundii" 100.00% RefSeq Ext SAMN11506036 Human Canada 2018 N18-04085 2016-2020 Human
GCF_002189125 ST107^^ 282 "Citrobacter freundii" 100.00% RefSeq Ext SAMN06649984 Swine China 2014 D36-1 2011-2015 Swine/Bovine
GCF_019270355 ST105^^ 276 "Citrobacter braakii" 100.00% RefSeq Ext SAMN17824622 Other Thailand NA Colony372 Unknown Other
ERQ0183 ST108^^ 284 "Citrobacter portucalensis" 98.79% Wastewater Int NA Wastewater Australia 2019 NA 2016-2020 Wastewater
GCF_016501935 ST109^^ 286 "Citrobacter youngae" 100.00% RefSeq Ext SAMN16339981 Human USA 2018 CB00138 2016-2020 Human
GCF_016501295 ST110^^ 287 "Citrobacter braakii" 100.00% RefSeq Ext SAMN16340006 Human USA 2019 CB00164 2016-2020 Human
ERQ0213 ST110 288 "Citrobacter braakii" 99.69% Wastewater Int NA Wastewater Australia 2019 NA 2016-2020 Wastewater
GCF_009721345 ST362 289 "Citrobacter braakii" 100.00% RefSeq Ext SAMN12911129 Environment USA 2016 JL976 2016-2020 Environment
GCF_005281255 ST111^^ 290 "Citrobacter cronae" 100.00% RefSeq Ext SAMN11369627 Unknown Poland NA wls708 Unknown Unknown
GCF_009856875 ST108 291 "Citrobacter cronae" 100.00% RefSeq Ext SAMN13623934 Environment France 2016 BOX-5 2016-2020 Environment
GCF_016503935 ST22 292 "Citrobacter freundii" 100.00% RefSeq Ext SAMN12220304 Human USA 2018 CB00098 2016-2020 Human
GCF_013425705 ST95 293 "Citrobacter freundii" 100.00% RefSeq Ext SAMN15514059 Human Unknown 2016 AMC0703 2016-2020 Human
GCF_016501785 ST112^^ 294 "Citrobacter europaeus" 100.00% RefSeq Ext SAMN16339987 Human USA 2018 CB00144 2016-2020 Human
GCF_001412735 ST100 186 "Citrobacter freundii" 100.00% RefSeq Ext SAMN02872769 Unknown USA 2011 "RU2 LB29" 2011-2015 Unknown
GCF_003812325 ST307 295 "Citrobacter freundii" 100.00% RefSeq Ext SAMN10163243 Human Unknown NA FDAARGOS_550 Unknown Human
GCF_018423215 ST408 296 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN17372993 Human Germany 2019 Survcare308 2016-2020 Human
GCF_014337295 ST113^^ 297 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN08148336 Human USA NA MGH283 Unknown Human
GCF_003363295 ST265 298 "Citrobacter freundii" 100.00% RefSeq Ext SAMN09736005 Reptile Brazil 2016 TV1575CF 2016-2020 Fish/Reptile
GCF_016501115 ST20 299 "Citrobacter cronae" 100.00% RefSeq Ext SAMN16340012 Human USA 2019 CB00171 2016-2020 Human
GCF_014902055 ST114^^ 300 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN08148190 Human USA NA UCICRE-142 Unknown Human
GCF_009821555 ST109 301 "Citrobacter braakii" 100.00% RefSeq Ext SAMN11928073 Avian Unknown NA SC96 Unknown Avian
GCF_001059745 ST115^^ 302 "Citrobacter braakii" 100.00% RefSeq Ext SAMN03198210 Human USA NA 989_CKOS Unknown Human
ERQ0678 ST116 112 "Citrobacter freundii" 99.44% Wastewater Int NA Wastewater Australia 2019 NA 2016-2020 Wastewater
GCF_013337015 ST185 303 "Citrobacter freundii" 100.00% RefSeq Ext SAMN14082847 Human USA 2013 YDC608 2011-2015 Human
GCF_001411885 ST18 304 "Citrobacter freundii" 100.00% RefSeq Ext SAMN04088747 Other China 2014 ST2 2011-2015 Other
GCF_019270215 ST105^^ 276 "Citrobacter braakii" 100.00% RefSeq Ext SAMN17824630 Other Thailand NA Colony360 Unknown Other
GCF_019270575 ST105^^ 276 "Citrobacter braakii" 100.00% RefSeq Ext SAMN17824620 Other Thailand NA Colony368 Unknown Other
GCF_002850715 ST116^^ 305 "Citrobacter braakii" 100.00% RefSeq Ext SAMN06820452 Environment China 2015 L55 2011-2015 Environment
ERQ0045 ST95 306 "Citrobacter freundii" 99.69% Wastewater Int NA Wastewater Australia 2019 NA 2016-2020 Wastewater
GCF_016501905 ST112^^ 294 "Citrobacter europaeus" 100.00% RefSeq Ext SAMN16339984 Human USA 2018 CB00141 2016-2020 Human
GCF_009821375 ST79 307 "Citrobacter braakii" 100.00% RefSeq Ext SAMN11928082 Avian Unknown NA SC105 Unknown Avian
ERQ0154 ST150 147 "Citrobacter freundii" 99.46% Wastewater Int NA Wastewater Australia 2019 NA 2016-2020 Wastewater
GCF_004167485 ST34^^ 84 "Citrobacter amalonaticus" 100.00% RefSeq Ext SAMN10239581 Human USA 2015 ca_0067 2011-2015 Human
GCF_013085885 ST19 311 "Citrobacter freundii" 100.00% RefSeq Ext SAMN13978991 Human Brazil 2015 CitB 2011-2015 Human
GCF_001055295 ST341 107 "Citrobacter freundii" 100.00% RefSeq Ext SAMN03197733 Human USA NA 537_CKOS Unknown Human
GCF_001867255 ST117^^ 312 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN05440239 Human Spain 2009 CF1_ST89 1983-2010 Human
GCF_008370135 ST118^^ 313 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN09981726 Reptile Brazil 2017 TV06 2016-2020 Fish/Reptile
GCF_016500505 ST98 314 "Citrobacter freundii" 100.00% RefSeq Ext SAMN16340035 Human USA 2019 CB00200 2016-2020 Human
GCF_016504495 ST119^^ 315 "Citrobacter freundii" 100.00% RefSeq Ext SAMN10435609 Human USA 2018 CB00067 2016-2020 Human
GCF_019281555 ST120^^ 316 "Citrobacter amalonaticus" 100.00% RefSeq Ext SAMN19607876 Human USA 2019 PIECR3 2016-2020 Human
GCF_018442145 ST121^^ 317 "Citrobacter freundii" 100.00% RefSeq Ext SAMN17372053 Human Germany 2018 Survcare137 2016-2020 Human
GCF_019047765 ST122^^ 318 "Citrobacter pasteurii" 100.00% RefSeq Ext SAMN16357566 Unknown Germany NA "FDAARGOS 1424" Unknown Unknown
GCF_016501865 ST95 319 "Citrobacter freundii" 100.00% RefSeq Ext SAMN16339986 Human USA 2019 CB00143 2016-2020 Human
GCF_001880905 ST112 320 "Citrobacter freundii" 100.00% RefSeq Ext SAMN05447751 Human Spain 2013 CF_13_ST_93 2011-2015 Human
GCF_002880615 ST40^^ 321 "Citrobacter amalonaticus" 100.00% RefSeq Ext SAMN03455929 Unknown USA 2014 CFNIH2 2011-2015 Unknown
GCF_019659905 ST18 322 "Citrobacter freundii" 100.00% RefSeq Ext SAMN20568206 Human China 2016 CF-16-17 2016-2020 Human
GCF_016905625 ST4^^ 12 "Citrobacter freundii" 100.00% RefSeq Ext SAMN16933281 Human "Czech Republic" 2019 CF49942 2016-2020 Human
GCF_013266895 ST39^^ 323 "Citrobacter braakii" 100.00% RefSeq Ext SAMN14531572 Camel India 2018 "CRN 21" 2016-2020 "Mammal (other)"
GCF_016505445 ST356 324 "Citrobacter braakii" 100.00% RefSeq Ext SAMN10435561 Human USA 2017 CB00017 2016-2020 Human
GCF_018420365 ST18 325 "Citrobacter freundii" 100.00% RefSeq Ext SAMN17373134 Human Germany 2019 ur19075683 2016-2020 Human
GCF_013724765 ST123^^ 326 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN15148753 Environment "United Kingdom" 2017 RHBSTW-00965 2016-2020 Environment
GCF_018420675 ST124^^ 327 "Citrobacter braakii" 100.00% RefSeq Ext SAMN17373120 Human Germany 2019 Survcare462 2016-2020 Human
GCF_016461655 ST125^^ 328 "Citrobacter freundii" 100.00% RefSeq Ext SAMN17173735 Bovine USA 2018 Bacteria 2016-2020 Swine/Bovine
GCF_020034515 ST126^^ 329 "Citrobacter braakii" 100.00% RefSeq Ext SAMN20990854 Other Brazil 2019 A3 2016-2020 Other
GCF_013791065 ST396 330 "Citrobacter freundii" 100.00% RefSeq Ext SAMN15148506 Environment "United Kingdom" 2017 RHBSTW-00135 2016-2020 Environment
GCF_019660345 ST22 331 "Citrobacter freundii" 100.00% RefSeq Ext SAMN20568216 Human China 2016 CF-16-61 2016-2020 Human
ERQ0250 ST127^^ 333 "Citrobacter freundii" 99.73% Wastewater Int NA Wastewater Australia 2019 NA 2016-2020 Wastewater
GCF_001412795 ST100 186 "Citrobacter freundii" 100.00% RefSeq Ext SAMN02872790 Unknown USA 2013 "RU2 BHI14" 2011-2015 Unknown
GCF_020215855 ST284 215 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN20477955 Avian China 2020 XM10F302-7 2016-2020 Avian
GCF_019270315 ST128^^ 335 "Citrobacter braakii" 100.00% RefSeq Ext SAMN17824625 Other Thailand NA Colony313 Unknown Other
GCF_018446045 ST18 325 "Citrobacter freundii" 100.00% RefSeq Ext SAMN17371888 Human Germany 2018 sc18412584 2016-2020 Human
GCF_009876755 ST34^^ 84 "Citrobacter amalonaticus" 100.00% RefSeq Ext SAMN11945279 Human USA 2015 BIOML-A8 2011-2015 Human
GCF_014596835 ST129^^ 337 "Citrobacter pasteurii" 100.00% RefSeq Ext SAMN15963935 Other Germany 2015 C6_1 2011-2015 Other
GCF_005280825 ST130^^ 338 "Citrobacter gillenii" 100.00% RefSeq Ext SAMN11369642 Unknown Poland NA wls829 Unknown Unknown
GCF_004331535 ST79 339 "Citrobacter braakii" 100.00% RefSeq Ext NA Unknown Unknown NA NA Unknown Unknown
GCF_016859065 ST131^^ 340 "Citrobacter freundii" 100.00% RefSeq Ext SAMN17766521 Bovine Turkey 2019 HMKU-VET 2016-2020 Swine/Bovine
ERQ0173 ST270 341 "Citrobacter freundii" 99.41% Wastewater Int NA Wastewater Australia 2019 NA 2016-2020 Wastewater
GCF_013746415 ST48^^ 132 "Citrobacter braakii" 100.00% RefSeq Ext NA Unknown Unknown NA NA Unknown Unknown
GCF_001546285 ST132^^ 342 "Citrobacter freundii" 100.00% RefSeq Ext SAMN03842472 Human Unknown NA GED7749C Unknown Human
GCF_009876705 ST34^^ 84 "Citrobacter amalonaticus" 100.00% RefSeq Ext SAMN11945281 Human USA 2015 BIOML-A10 2011-2015 Human
GCF_009648935 ST133^^ 344 "Citrobacter braakii" 100.00% RefSeq Ext SAMN10574724 Plant USA 2014 MiY-A 2011-2015 Plant
GCF_900520335 ST22 345 "Citrobacter freundii" 100.00% RefSeq Ext SAMEA4830817 Unknown Unknown NA NA Unknown Unknown
GCF_900080005 ST134^^ 346 "Citrobacter europaeus" 100.00% RefSeq Ext SAMEA3935941 Unknown Unknown NA NA Unknown Unknown
GCF_002918855 ST167 348 "Citrobacter freundii" 100.00% RefSeq Ext SAMN03455997 Unknown USA 2015 CFNIH7 2011-2015 Unknown
GCF_014903125 ST108 349 "Citrobacter cronae" 100.00% RefSeq Ext SAMN08148252 Human USA NA MGH213 Unknown Human
SG18_138_1_S32 ST183 350 "Citrobacter youngae" 99.67% Gull Int NA Gull Australia 2018 NA 2016-2020 Gull
ERQ0685 ST116 351 "Citrobacter freundii" 99.44% Wastewater Int NA Wastewater Australia 2019 NA 2016-2020 Wastewater
GCF_009857035 ST396 352 "Citrobacter freundii" 100.00% RefSeq Ext SAMN13282750 Human China 2018 L75 2016-2020 Human
GCF_004801555 ST135^^ 353 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN11268905 Human "United Kingdom" 2016 Effluent_1 2016-2020 Human
GCF_016504105 ST486 355 "Citrobacter braakii" 100.00% RefSeq Ext SAMN11284931 Human USA 2018 CB00088 2016-2020 Human
GCF_014926275 ST117 356 "Citrobacter freundii" 100.00% RefSeq Ext SAMN13908065 Human Brazil 2016 C156 2016-2020 Human
GCF_019265345 ST136^^ 358 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN17843177 Other Thailand NA Colony275 Unknown Other
GCF_016501325 ST95 360 "Citrobacter freundii" 100.00% RefSeq Ext SAMN16340007 Human USA 2019 CB00165 2016-2020 Human
GCF_005281045 ST507 362 "Citrobacter freundii" 100.00% RefSeq Ext SAMN11369630 Unknown Poland NA wls712 Unknown Unknown
GCF_002215605 ST155 167 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN07196160 Human Pakistan 2016 30_2 2016-2020 Human
GCF_014189285 ST22 281 "Citrobacter freundii" 100.00% RefSeq Ext SAMN11506077 Human Canada 2018 N18-04128 2016-2020 Human
GCF_013899425 ST137^^ 363 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN15148080 Bovine "United Kingdom" 2017 RHB12-C05 2016-2020 Swine/Bovine
GCF_016503645 ST138^^ 364 "Citrobacter freundii" 100.00% RefSeq Ext SAMN12220317 Human USA 2018 CB00112 2016-2020 Human
GCF_018919505 ST139^^ 365 "Citrobacter cronae" 100.00% RefSeq Ext SAMN19645718 Human Unknown 2016 S55_ASV_140 2016-2020 Human
GCF_003429605 ST140^^ 366 "Citrobacter gillenii" 100.00% RefSeq Ext SAMN09791470 Plant Germany 2015 MBT-C3 2011-2015 Plant
GCF_013168955 ST22 367 "Citrobacter freundii" 100.00% RefSeq Ext SAMN11394775 Human Colombia 2013 C2-03 2011-2015 Human
GCF_002796505 ST98 368 "Citrobacter freundii" 100.00% RefSeq Ext SAMN04014863 Unknown Unknown NA AR_0022 Unknown Unknown
GCF_016505385 ST114 369 "Citrobacter freundii" 100.00% RefSeq Ext SAMN10435567 Human USA 2017 CB00023 2016-2020 Human
GCF_009730355 ST141^^ 370 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN11056453 Human USA NA FDAARGOS_738 Unknown Human
GCF_003401455 ST114 371 "Citrobacter freundii" 100.00% RefSeq Ext SAMN08623795 Human USA 2014 CRE20 2011-2015 Human
GCF_001413215 ST100 186 "Citrobacter freundii" 100.00% RefSeq Ext SAMN02872789 Unknown USA 2013 "RU2 BHI13" 2011-2015 Unknown
GCF_000342325 ST142^^ 372 "Citrobacter freundii" 100.00% RefSeq Ext SAMN02469850 Human Japan 1983 "GTC 09479" 1983-2010 Human
ERQ0212 ST150 373 "Citrobacter freundii" 99.32% Wastewater Int NA Wastewater Australia 2019 NA 2016-2020 Wastewater
GCF_000692135 ST143^^ 374 "Citrobacter amalonaticus" 100.00% RefSeq Ext SAMN02581387 Human USA 2013 "MGH 55" 2011-2015 Human
GCF_001412725 ST100 186 "Citrobacter freundii" 100.00% RefSeq Ext SAMN02872766 Unknown USA 2011 "RU2 LB26" 2011-2015 Unknown
GCF_016894105 ST144^^ 376 "Citrobacter cronae" 100.00% RefSeq Ext SAMN17824634 Other Thailand NA Colony303 Unknown Other
GCF_013816795 ST145^^ 377 "Citrobacter amalonaticus" 100.00% RefSeq Ext SAMN15148354 Bovine "United Kingdom" 2017 RHB35-C17 2016-2020 Swine/Bovine
GCF_003665575 ST128 378 "Citrobacter youngae" 100.00% RefSeq Ext SAMN07729549 Human USA 2013 UMH17 2011-2015 Human
GCF_005280915 ST33^^ 379 "Citrobacter braakii" 100.00% RefSeq Ext SAMN11369638 Unknown Poland NA wls758 Unknown Unknown
GCF_016502105 ST146^^ 380 "Citrobacter braakii" 100.00% RefSeq Ext SAMN13621908 Human USA 2018 CB00124 2016-2020 Human
ERQ0216 ST110 381 "Citrobacter braakii" 99.84% Wastewater Int NA Wastewater Australia 2019 NA 2016-2020 Wastewater
GCF_016939655 ST65 6 "Citrobacter freundii" 100.00% RefSeq Ext NA Unknown Unknown NA NA Unknown Unknown
ERQ0255 ST150 51 "Citrobacter freundii" 99.43% Wastewater Int NA Wastewater Australia 2019 NA 2016-2020 Wastewater
GCF_018442185 ST19 383 "Citrobacter freundii" 100.00% RefSeq Ext SAMN17372051 Human Germany 2018 Survcare132 2016-2020 Human
GCF_021417265 ST150 384 "Citrobacter freundii" 100.00% RefSeq Ext SAMN21237501 Human China 2018 18F621 2016-2020 Human
GCF_013782845 ST82^^ 385 "Citrobacter freundii" 100.00% RefSeq Ext NA Unknown Unknown NA NA Unknown Unknown
ERQ0175 ST147^^ 387 "Citrobacter freundii" 99.23% Wastewater Int NA Wastewater Australia 2019 NA 2016-2020 Wastewater
GCF_001586845 ST415 388 "Citrobacter freundii" 100.00% RefSeq Ext SAMN03455928 Human USA 2014 AATXR 2011-2015 Human
GCF_013784225 ST148^^ 389 "Citrobacter gillenii" 100.00% RefSeq Ext SAMN15148658 Environment "United Kingdom" 2017 RHBSTW-00589 2016-2020 Environment
GCF_013614655 ST149^^ 390 "Citrobacter europaeus" 100.00% RefSeq Ext NA Unknown Unknown NA NA Unknown Unknown
GCF_001412715 ST100 186 "Citrobacter freundii" 100.00% RefSeq Ext SAMN02872722 Human USA 2010 RU2 1983-2010 Human
GCF_016508125 ST243 392 "Citrobacter youngae" 100.00% RefSeq Ext SAMN10435549 Human USA 2017 CB00004 2016-2020 Human
GCF_013792125 ST150^^ 393 "Citrobacter gillenii" 100.00% RefSeq Ext SAMN15148496 Environment "United Kingdom" 2017 RHBSTW-00120 2016-2020 Environment
GCF_016505465 ST225 394 "Citrobacter braakii" 100.00% RefSeq Ext SAMN10435563 Human USA 2017 CB00019 2016-2020 Human
GCF_018106165 ST18^^ 150 "Citrobacter cronae" 100.00% RefSeq Ext SAMN11513637 Human Malaysia 2016 CRE1470 2016-2020 Human
GCF_016500725 ST151^^ 395 "Citrobacter freundii" 100.00% RefSeq Ext SAMN16340026 Human USA 2019 CB00191 2016-2020 Human
