name	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
GCF_001281005	NZ_CP012554.1	4720778	4723830	-	mdtC	2-3054/3078	========/======	2/4	99.12	81.87	card	U00096:2158386-2161464	MdtC is a transporter that forms a heteromultimer complex with MdtB to form a multidrug transporter. MdtBC is part of the MdtABC-TolC efflux complex. In the absence of MdtB MdtC can form a homomultimer complex that results in a functioning efflux complex with a narrower drug specificity. mdtC corresponds to 3 loci in Pseudomonas aeruginosa PAO1 (gene name: muxC/muxB) and 3 loci in Pseudomonas aeruginosa LESB58.	diaminopyrimidine/carbapenem/aminoglycoside/antibacterial_free_fatty_acids/aminocoumarin/glycylcycline/monobactam/phenicol/acridine_dye/triclosan/tetracycline/macrolide/fluoroquinolone/penam
GCF_001281005	NZ_CP012554.1	4723832	4726954	-	mdtB	1-3123/3123	===============	0/0	100.00	81.04	card	U00096:2155263-2158386	MdtB is a transporter that forms a heteromultimer complex with MdtC to form a multidrug transporter. MdtBC is part of the MdtABC-TolC efflux complex.	aminocoumarin/aminoglycoside/diaminopyrimidine/carbapenem/antibacterial_free_fatty_acids/acridine_dye/tetracycline/triclosan/penam/fluoroquinolone/macrolide/phenicol/glycylcycline/monobactam
GCF_001317135	NZ_LJES01000012.1	20324	21525	-	mdtM	7-1209/1233	========/======	3/3	97.40	80.15	card	U00096.3:4567287-4568520	Multidrug resistance protein MdtM	nitroimidazole/rifamycin/nucleoside/penam/macrolide/bicyclomycin/antibacterial_free_fatty_acids/diaminopyrimidine/benzalkonium_chloride/lincosamide/isoniazid/fosfomycin/phenicol/glycylcycline/fluoroquinolone/cephalosporin/oxazolidinone/acridine_dye/tetracycline/rhodamine/peptide
GCF_001317135	NZ_LJES01000019.1	27842	29035	+	Escherichia_coli_acrA	1-1194/1194	===============	0/0	100.00	82.08	card	U00096.3:484426-485620	AcrA is a subunit of the AcrAB-TolC multidrug efflux system that in E. coli.	rifamycin/macrolide/penam/diaminopyrimidine/antibacterial_free_fatty_acids/glycylcycline/monobactam/phenicol/acridine_dye/tetracycline/triclosan/cephalosporin/fluoroquinolone/carbapenem/aminoglycoside/aminocoumarin
GCF_001317135	NZ_LJES01000019.1	29058	32207	+	acrB	1-3150/3150	========/======	2/2	99.97	86.61	card	U00096.3:481254-484404	Protein subunit of AcrA-AcrB-TolC multidrug efflux complex. AcrB functions as a herterotrimer which forms the inner membrane component and is primarily responsible for substrate recognition and energy transduction by acting as a drug/proton antiporter.	antibacterial_free_fatty_acids/diaminopyrimidine/rifamycin/penam/macrolide/aminoglycoside/carbapenem/aminocoumarin/phenicol/monobactam/glycylcycline/fluoroquinolone/cephalosporin/tetracycline/triclosan/acridine_dye
GCF_001317135	NZ_LJES01000020.1	67090	68729	+	yojI	1-1640/1644	========/======	2/4	99.64	81.55	card	U00096.3:2306972-2308616	YojI mediates resistance to the peptide antibiotic microcin J25 when it is expressed from a multicopy vector. YojI is capable of pumping out microcin molecules.  The outer membrane protein TolC in addition to YojI is required for export of microcin J25 out of the cell. Microcin J25 is thus the first known substrate for YojI.	peptide/nitroimidazole/rifamycin/pleuromutilin/penam/fluoroquinolone/cephalosporin/macrolide/tetracycline/acridine_dye
GCF_001317135	NZ_LJES01000022.1	9779	12901	+	mdtB	1-3123/3123	===============	0/0	100.00	81.36	card	U00096:2155263-2158386	MdtB is a transporter that forms a heteromultimer complex with MdtC to form a multidrug transporter. MdtBC is part of the MdtABC-TolC efflux complex.	aminocoumarin/aminoglycoside/diaminopyrimidine/carbapenem/antibacterial_free_fatty_acids/acridine_dye/tetracycline/triclosan/penam/fluoroquinolone/macrolide/phenicol/glycylcycline/monobactam
GCF_001317135	NZ_LJES01000022.1	12903	15955	+	mdtC	2-3054/3078	========/======	2/4	99.12	82.13	card	U00096:2158386-2161464	MdtC is a transporter that forms a heteromultimer complex with MdtB to form a multidrug transporter. MdtBC is part of the MdtABC-TolC efflux complex. In the absence of MdtB MdtC can form a homomultimer complex that results in a functioning efflux complex with a narrower drug specificity. mdtC corresponds to 3 loci in Pseudomonas aeruginosa PAO1 (gene name: muxC/muxB) and 3 loci in Pseudomonas aeruginosa LESB58.	diaminopyrimidine/carbapenem/aminoglycoside/antibacterial_free_fatty_acids/aminocoumarin/glycylcycline/monobactam/phenicol/acridine_dye/triclosan/tetracycline/macrolide/fluoroquinolone/penam
GCF_001317135	NZ_LJES01000022.1	18791	19512	+	baeR	1-722/723	===============	0/0	99.86	82.41	card	AP009048.1:2166413-2167136	BaeR is a response regulator that promotes the expression of MdtABC and AcrD efflux complexes.	phenicol/monobactam/glycylcycline/tetracycline/triclosan/acridine_dye/penam/fluoroquinolone/macrolide/aminoglycoside/carbapenem/diaminopyrimidine/antibacterial_free_fatty_acids/aminocoumarin
GCF_001317135	NZ_LJES01000024.1	56457	59570	+	acrD	1-3114/3114	===============	0/0	100.00	81.86	card	AP009048.1:2586251-2589365	AcrD is an aminoglycoside efflux pump expressed in E. coli. Its expression can be induced by indole and is regulated by baeRS and cpxAR.	aminocoumarin/aminoglycoside/carbapenem/diaminopyrimidine/antibacterial_free_fatty_acids/tetracycline/triclosan/acridine_dye/fluoroquinolone/penam/macrolide/phenicol/monobactam/glycylcycline
GCF_001317135	NZ_LJES01000025.1	7108	7789	-	QnrB20	1-681/681	========/======	1/1	100.00	99.41	card	AB379831:1-682	QnrB20 is a plasmid-mediated quinolone resistance protein found in Escherichia coli	fluoroquinolone
GCF_001317135	NZ_LJES01000029.1	18974	19788	+	bacA	1-818/822	========/======	3/5	99.03	83.64	card	U00096.3:3203310-3204132	The bacA gene product (BacA) recycles undecaprenyl pyrophosphate during cell wall biosynthesis which confers resistance to bacitracin.	peptide
GCF_001317135	NZ_LJES01000031.1	31942	32355	-	H-NS	1-414/414	===============	0/0	100.00	90.58	card	BA000007.3:1737691-1738105	H-NS is a histone-like protein involved in global gene regulation in Gram-negative bacteria. It is a repressor of the membrane fusion protein genes acrE mdtE and emrK as well as nearby genes of many RND-type multidrug exporters.	bicyclomycin/antibacterial_free_fatty_acids/diaminopyrimidine/benzalkonium_chloride/isoniazid/lincosamide/nitroimidazole/rifamycin/nucleoside/penam/macrolide/aminoglycoside/carbapenem/rhodamine/cephamycin/aminocoumarin/peptide/fosfomycin/phenicol/glycylcycline/monobactam/fluoroquinolone/cephalosporin/acridine_dye/oxazolidinone/triclosan/tetracycline
GCF_001317135	NZ_LJES01000038.1	35629	37107	+	tolC	1-1488/1488	========/======	2/9	99.40	82.59	card	FJ768952:1-1489	TolC is a protein subunit of many multidrug efflux complexes in Gram negative bacteria. It is an outer membrane efflux protein and is constitutively open. Regulation of efflux activity is often at its periplasmic entrance by other components of the efflux complex.	rifamycin/triclosan/tetracycline/glycylcycline/cephamycin/carbapenem/aminoglycoside/macrolide/penam/pleuromutilin/nitroimidazole/nucleoside/isoniazid/lincosamide/benzalkonium_chloride/antibacterial_free_fatty_acids/bicyclomycin/penem/diaminopyrimidine/cephalosporin/fluoroquinolone/oxazolidinone/acridine_dye/fosfomycin/monobactam/phenicol/rhodamine/peptide/aminocoumarin
GCF_001317135	NZ_LJES01000045.1	53355	54027	+	kdpE	1-673/678	========/======	2/6	98.82	80.03	card	U00096.3:721056-721734	kdpE is a transcriptional activator that is part of the two-component system KdpD/KdpE that is studied for its regulatory role in potassium transport and has been identified as an adaptive regulator involved in the virulence and intracellular survival of pathogenic bacteria. kdpE regulates a range of virulence loci through direct promoter binding.	aminoglycoside
GCF_001317135	NZ_LJES01000055.1	27146	27778	+	CRP	1-633/633	===============	0/0	100.00	89.10	card	AP009048.1:4153664-4154297	CRP is a global regulator that represses MdtEF multidrug efflux pump expression.	tetracycline/triclosan/acridine_dye/fluoroquinolone/penam/macrolide/phenicol/monobactam/glycylcycline/aminocoumarin/aminoglycoside/carbapenem/diaminopyrimidine/antibacterial_free_fatty_acids
GCF_001317135	NZ_LJES01000060.1	13439	14805	-	cpxA	1-1367/1374	===============	0/0	99.49	85.22	card	BA000007.3:4903689-4905063	CpxA is a membrane-localized sensor kinase that is activated by envelope stress. It starts a kinase cascade that activates CpxR which promotes efflux complex expression.	acridine_dye/tetracycline/triclosan/macrolide/fluoroquinolone/penam/glycylcycline/monobactam/phenicol/aminocoumarin/diaminopyrimidine/carbapenem/aminoglycoside/antibacterial_free_fatty_acids
GCF_001317135	NZ_LJES01000064.1	19443	21191	-	msbA	1-1749/1749	===============	0/0	100.00	83.59	card	U00096.3:966621-968370	MsbA is a multidrug resistance transporter homolog from E. coli and belongs to a superfamily of transporters that contain an adenosine triphosphate (ATP) binding cassette (ABC) which is also called a nucleotide-binding domain (NBD). MsbA is a member of the MDR-ABC transporter group by sequence homology. MsbA transports lipid A a major component of the bacterial outer cell membrane and is the only bacterial ABC transporter that is essential for cell viability.	peptide/rifamycin/pleuromutilin/nitroimidazole/tetracycline/acridine_dye/cephalosporin/macrolide/penam/fluoroquinolone
GCF_001317135	NZ_LJES01000084.1	31005	31535	+	emrR	1-531/531	===============	0/0	100.00	85.88	card	U00096.3:2810770-2811301	EmrR is a negative regulator for the EmrAB-TolC multidrug efflux pump in E. coli. Mutations lead to EmrAB-TolC overexpression.	rifamycin/nitroimidazole/nucleoside/macrolide/penam/bicyclomycin/antibacterial_free_fatty_acids/diaminopyrimidine/lincosamide/isoniazid/benzalkonium_chloride/fosfomycin/glycylcycline/phenicol/cephalosporin/fluoroquinolone/oxazolidinone/acridine_dye/tetracycline/rhodamine/peptide
GCF_001317135	NZ_LJES01000084.1	31665	32837	+	emrA	1-1173/1173	========/======	2/2	99.91	83.14	card	AP009048:2810083-2811256	EmrA is a membrane fusion protein providing an efflux pathway with EmrB and TolC between the inner and outer membranes of E. coli a Gram-negative bacterium.	benzalkonium_chloride/isoniazid/lincosamide/diaminopyrimidine/bicyclomycin/antibacterial_free_fatty_acids/penam/macrolide/nucleoside/nitroimidazole/rifamycin/peptide/rhodamine/acridine_dye/oxazolidinone/tetracycline/fluoroquinolone/cephalosporin/phenicol/glycylcycline/fosfomycin
GCF_001317135	NZ_LJES01000084.1	32854	34392	+	emrB	1-1539/1539	===============	0/0	100.00	84.67	card	U00096:2812616-2814155	emrB is a translocase in the emrB -TolC efflux protein in E. coli. It recognizes substrates including carbonyl cyanide m-chlorophenylhydrazone (CCCP) nalidixic acid and thioloactomycin.	rhodamine/peptide/fosfomycin/glycylcycline/phenicol/cephalosporin/fluoroquinolone/tetracycline/acridine_dye/oxazolidinone/antibacterial_free_fatty_acids/bicyclomycin/diaminopyrimidine/lincosamide/isoniazid/benzalkonium_chloride/rifamycin/nitroimidazole/nucleoside/macrolide/penam
GCF_001317135	NZ_LJES01000088.1	24070	24440	+	marA	1-371/384	===============	0/0	96.61	85.98	card	AP009048.1:1621288-1621672	In the presence of antibiotic stress E. coli overexpresses the global activator protein MarA which besides inducing MDR efflux pump AcrAB also down- regulates synthesis of the porin OmpF.	antibacterial_free_fatty_acids/penem/diaminopyrimidine/macrolide/penam/rifamycin/cephamycin/aminocoumarin/carbapenem/aminoglycoside/cephalosporin/fluoroquinolone/tetracycline/triclosan/acridine_dye/monobactam/glycylcycline/phenicol
GCF_001317135	NZ_LJES01000090.1	7013	8158	-	CMY-77	1-1146/1146	===============	0/0	100.00	99.39	card	JX440353:1027-2173	CMY-77 is a beta-lactamase. From the Lahey list of CMY beta-lactamases.	cephamycin
GCF_001317135	NZ_LJES01000121.1	2681	3541	+	TEM-1	1-861/861	===============	0/0	100.00	99.88	card	AL513383:161911-162772	TEM-1 is a broad-spectrum beta-lactamase found in many Gram-negative bacteria. Confers resistance to penicillins and first generation cephalosphorins.	penam/cephalosporin/penem/monobactam
GCF_001317135	NZ_LJES01000121.1	4323	5198	-	CTX-M-3	1-876/876	===============	0/0	100.00	100.00	card	Y10278:1-877	CTX-M-3 is a beta-lactamase found in Citrobacter freundii	cephalosporin
GCF_001317135	NZ_LJES01000141.1	1230	2045	+	sul2	1-816/816	===============	0/0	100.00	100.00	card	AY055428.1:20269-21085	Sul2 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria usually found on small plasmids.	sulfonamide
GCF_001317135	NZ_LJES01000141.1	2106	2909	+	APH(3'')-Ib	1-804/804	===============	0/0	100.00	99.75	card	AF313472:15594-16398	APH(3'')-Ib is an aminoglycoside phosphotransferase encoded by plasmids transposons integrative conjugative elements and chromosomes in Enterobacteriaceae and Pseudomonas spp.	aminoglycoside
GCF_001317135	NZ_LJES01000141.1	2909	3745	+	APH(6)-Id	1-837/837	===============	0/0	100.00	99.76	card	AF024602:3156-3993	APH(6)-Id is an aminoglycoside phosphotransferase encoded by plasmids integrative conjugative elements and chromosomal genomic islands in K. pneumoniae Salmonella spp. E. coli Shigella flexneri Providencia alcalifaciens Pseudomonas spp. V. cholerae Edwardsiella tarda Pasteurella multocida and Aeromonas bestiarum	aminoglycoside
GCF_001317135	NZ_LJES01000141.1	4724	5970	+	tet(A)	1-1247/1275	===============	0/0	97.80	100.00	card	AF534183.1:2971-4246	TetA is a tetracycline efflux pump found in many species of Gram-negative bacteria.	phenicol/glycylcycline/fosfomycin/tetracycline/oxazolidinone/acridine_dye/fluoroquinolone/cephalosporin/peptide/rhodamine/nucleoside/nitroimidazole/rifamycin/penam/macrolide/diaminopyrimidine/antibacterial_free_fatty_acids/bicyclomycin/benzalkonium_chloride/isoniazid/lincosamide
GCF_001317135	NZ_LJES01000148.1	527	1339	+	NDM-1	1-813/813	===============	0/0	100.00	100.00	card	FN396876:2407-3220	NDM-1 is a metallo-beta-lactamase isolated from Klebsiella pneumoniae with nearly complete resistance to all beta-lactam antibiotics.	cephalosporin/penam/carbapenem/cephamycin
GCF_001317135	NZ_LJES01000148.1	1343	1708	+	determinant_of_bleomycin_resistance	1-366/366	===============	0/0	100.00	100.00	card	KC503911.1:9884-10250	A novel bleomycin resistance protein encoded by a metallo-beta-lactamase-associated ble gene. Expression of BRP(MBL) confers resistance to bleomycin and bleomycin-like antibiotics in Enterobacteriaceae and Acinetobacter where it is co-expressed with an MBL and controlled by the same promoter region.	glycopeptide
GCF_001317135	NZ_LJES01000149.1	2076	2981	-	mphA	1-906/906	===============	0/0	100.00	100.00	card	D16251.1:1626-2532	The mphA gene encodes for resistance enzyme MPH(2')-I which preferentially inactivate 14-membered macrolides (e.g.erythromycin telithromycin roxithromycin) over 16-membered macrolides (e.g.tylosin spiramycin). It phosphorylates macrolides at 2'-OH hydroxyl of desosamine sugar of macrolides in a GTP-dependent manner.	macrolide
GCF_001317135	NZ_LJES01000190.1	309	965	+	QnrS1	1-657/657	===============	0/0	100.00	100.00	card	DQ485529.1:1-658	QnrS1 is a plasmid-mediated quinolone resistance protein found in Shigella flexneri	fluoroquinolone
GCF_001317135	NZ_LJES01000198.1	118	615	+	dfrA12	1-498/498	===============	0/0	100.00	100.00	card	GU585907.1:21606-22104	dfrA12 is an integron-encoded dihydrofolate reductase found in Vibrio cholerae	diaminopyrimidine
GCF_001317135	NZ_LJES01000198.1	1035	1814	+	aadA2	1-780/780	===============	0/0	100.00	99.87	card	AF156486:5013-5793	aadA2 is an aminoglycoside nucleotidyltransferase gene encoded by plasmids and integrons in K. pneumoniae Salmonella spp. Corynebacterium glutamicum C. freundii and Aeromonas spp.	aminoglycoside
GCF_001317135	NZ_LJES01000201.1	973	1455	-	dfrA14	1-483/483	===============	0/0	100.00	99.79	card	EU780012:2163-2646	dfrA14 is an integron-encoded dihydrofolate reductase found in Escherichia coli	diaminopyrimidine
GCF_001317135	NZ_LJES01000231.1	1	411	+	arr-3	43-453/453	.==============	0/0	90.73	100.00	card	EU675686:1957-2410	arr-3 is a plasmid-encoded ribosyltransferase found in Vibrio fluvialis	rifamycin
GCF_001317135	NZ_LJES01000290.1	664	1109	+	arr-3	1-446/453	===============	0/0	98.45	100.00	card	EU675686:1957-2410	arr-3 is a plasmid-encoded ribosyltransferase found in Vibrio fluvialis	rifamycin
GCF_001317135	NZ_LJES01000326.1	1	748	+	sul1	93-840/840	.==============	0/0	89.05	99.87	card	JF969163:1054-1894	Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.	sulfonamide
GCF_001317135	NZ_LJES01000327.1	1	719	+	sul1	122-840/840	..=============	0/0	85.60	99.86	card	JF969163:1054-1894	Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.	sulfonamide
GCF_001317135	NZ_LJES01000383.1	187	1026	+	sul1	1-840/840	===============	0/0	100.00	99.76	card	JF969163:1054-1894	Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.	sulfonamide
GCF_001317135	NZ_LJES01000453.1	1495	1900	+	dfrA12	1-406/498	=============..	0/0	81.53	100.00	card	GU585907.1:21606-22104	dfrA12 is an integron-encoded dihydrofolate reductase found in Vibrio cholerae	diaminopyrimidine
GCF_001317135	NZ_LJES01000480.1	1	307	-	determinant_of_bleomycin_resistance	1-307/366	=============..	0/0	83.88	100.00	card	KC503911.1:9884-10250	A novel bleomycin resistance protein encoded by a metallo-beta-lactamase-associated ble gene. Expression of BRP(MBL) confers resistance to bleomycin and bleomycin-like antibiotics in Enterobacteriaceae and Acinetobacter where it is co-expressed with an MBL and controlled by the same promoter region.	glycopeptide
GCF_001317135	NZ_LJES01000658.1	526	1371	-	rmtC	1-846/846	===============	0/0	100.00	100.00	card	KJ476816.1:80-926	RmtC is a rRNA methyltransferase found in Proteus mirabilis with high level resistance to similar to aminoglycosides with the exception of non-46-disubstituted deoxystreptamines (streptomycin and neomycin). It has also been isolated in Salmonella enterica ser. Virchow. It is hypothesized to methylate G1405 like related methyltransferases RmtA RmtB and ArmA.	aminoglycoside
GCF_001317135	NZ_LJES01000667.1	457	909	-	arr-3	1-453/453	===============	0/0	100.00	100.00	card	EU675686:1957-2410	arr-3 is a plasmid-encoded ribosyltransferase found in Vibrio fluvialis	rifamycin
GCF_001471655	NZ_LORU01000001.1	118788	120427	-	yojI	1-1640/1644	===============	0/0	99.76	81.95	card	U00096.3:2306972-2308616	YojI mediates resistance to the peptide antibiotic microcin J25 when it is expressed from a multicopy vector. YojI is capable of pumping out microcin molecules.  The outer membrane protein TolC in addition to YojI is required for export of microcin J25 out of the cell. Microcin J25 is thus the first known substrate for YojI.	peptide/nitroimidazole/rifamycin/pleuromutilin/penam/fluoroquinolone/cephalosporin/macrolide/tetracycline/acridine_dye
GCF_001471655	NZ_LORU01000001.1	168916	169862	+	pmrF	1-947/969	===============	0/0	97.73	80.89	card	U00096:2367071-2368040	PmrF is required for the synthesis and transfer of 4-amino-4-deoxy-L-arabinose (Ara4N) to Lipid A which allows gram-negative bacteria to resist the antimicrobial activity of cationic antimicrobial peptides and antibiotics such as polymyxin. pmrF corresponds to 1 locus in Pseudomonas aeruginosa PAO1 and 1 locus in Pseudomonas aeruginosa LESB58.	peptide
GCF_001471655	NZ_LORU01000001.1	419679	422792	+	acrD	1-3114/3114	===============	0/0	100.00	82.37	card	AP009048.1:2586251-2589365	AcrD is an aminoglycoside efflux pump expressed in E. coli. Its expression can be induced by indole and is regulated by baeRS and cpxAR.	aminocoumarin/aminoglycoside/carbapenem/diaminopyrimidine/antibacterial_free_fatty_acids/tetracycline/triclosan/acridine_dye/fluoroquinolone/penam/macrolide/phenicol/monobactam/glycylcycline
GCF_001471655	NZ_LORU01000001.1	650023	650553	+	emrR	1-531/531	===============	0/0	100.00	87.19	card	U00096.3:2810770-2811301	EmrR is a negative regulator for the EmrAB-TolC multidrug efflux pump in E. coli. Mutations lead to EmrAB-TolC overexpression.	rifamycin/nitroimidazole/nucleoside/macrolide/penam/bicyclomycin/antibacterial_free_fatty_acids/diaminopyrimidine/lincosamide/isoniazid/benzalkonium_chloride/fosfomycin/glycylcycline/phenicol/cephalosporin/fluoroquinolone/oxazolidinone/acridine_dye/tetracycline/rhodamine/peptide
GCF_001471655	NZ_LORU01000001.1	650678	651850	+	emrA	1-1173/1173	========/======	2/2	99.91	82.20	card	AP009048:2810083-2811256	EmrA is a membrane fusion protein providing an efflux pathway with EmrB and TolC between the inner and outer membranes of E. coli a Gram-negative bacterium.	benzalkonium_chloride/isoniazid/lincosamide/diaminopyrimidine/bicyclomycin/antibacterial_free_fatty_acids/penam/macrolide/nucleoside/nitroimidazole/rifamycin/peptide/rhodamine/acridine_dye/oxazolidinone/tetracycline/fluoroquinolone/cephalosporin/phenicol/glycylcycline/fosfomycin
GCF_001471655	NZ_LORU01000001.1	651866	653403	+	emrB	1-1538/1539	========/======	2/2	99.87	86.09	card	U00096:2812616-2814155	emrB is a translocase in the emrB -TolC efflux protein in E. coli. It recognizes substrates including carbonyl cyanide m-chlorophenylhydrazone (CCCP) nalidixic acid and thioloactomycin.	rhodamine/peptide/fosfomycin/glycylcycline/phenicol/cephalosporin/fluoroquinolone/tetracycline/acridine_dye/oxazolidinone/antibacterial_free_fatty_acids/bicyclomycin/diaminopyrimidine/lincosamide/isoniazid/benzalkonium_chloride/rifamycin/nitroimidazole/nucleoside/macrolide/penam
GCF_001471655	NZ_LORU01000001.1	1584173	1585539	+	cpxA	1-1367/1374	===============	0/0	99.49	86.61	card	BA000007.3:4903689-4905063	CpxA is a membrane-localized sensor kinase that is activated by envelope stress. It starts a kinase cascade that activates CpxR which promotes efflux complex expression.	acridine_dye/tetracycline/triclosan/macrolide/fluoroquinolone/penam/glycylcycline/monobactam/phenicol/aminocoumarin/diaminopyrimidine/carbapenem/aminoglycoside/antibacterial_free_fatty_acids
GCF_001471655	NZ_LORU01000001.1	2252106	2252738	-	CRP	1-633/633	===============	0/0	100.00	89.57	card	AP009048.1:4153664-4154297	CRP is a global regulator that represses MdtEF multidrug efflux pump expression.	tetracycline/triclosan/acridine_dye/fluoroquinolone/penam/macrolide/phenicol/monobactam/glycylcycline/aminocoumarin/aminoglycoside/carbapenem/diaminopyrimidine/antibacterial_free_fatty_acids
GCF_001471655	NZ_LORU01000001.1	2586030	2586847	+	bacA	1-818/822	===============	0/0	99.51	84.11	card	U00096.3:3203310-3204132	The bacA gene product (BacA) recycles undecaprenyl pyrophosphate during cell wall biosynthesis which confers resistance to bacitracin.	peptide
GCF_001471655	NZ_LORU01000001.1	2600736	2602144	-	tolC	1-1406/1488	========/======	2/5	94.42	84.82	card	FJ768952:1-1489	TolC is a protein subunit of many multidrug efflux complexes in Gram negative bacteria. It is an outer membrane efflux protein and is constitutively open. Regulation of efflux activity is often at its periplasmic entrance by other components of the efflux complex.	rifamycin/triclosan/tetracycline/glycylcycline/cephamycin/carbapenem/aminoglycoside/macrolide/penam/pleuromutilin/nitroimidazole/nucleoside/isoniazid/lincosamide/benzalkonium_chloride/antibacterial_free_fatty_acids/bicyclomycin/penem/diaminopyrimidine/cephalosporin/fluoroquinolone/oxazolidinone/acridine_dye/fosfomycin/monobactam/phenicol/rhodamine/peptide/aminocoumarin
GCF_001471655	NZ_LORU01000001.1	3047280	3048416	-	Escherichia_coli_ampH	1-1137/1158	===============	0/0	98.19	80.92	card	AP012030.1:395554-396712	AmpH is a class C ampC-like beta-lactamase and penicillin-binding protein identified in Escherichia coli.	cephalosporin/penam
GCF_001471655	NZ_LORU01000001.1	3157118	3160262	-	acrB	1-3145/3150	========/======	2/2	99.81	86.62	card	U00096.3:481254-484404	Protein subunit of AcrA-AcrB-TolC multidrug efflux complex. AcrB functions as a herterotrimer which forms the inner membrane component and is primarily responsible for substrate recognition and energy transduction by acting as a drug/proton antiporter.	antibacterial_free_fatty_acids/diaminopyrimidine/rifamycin/penam/macrolide/aminoglycoside/carbapenem/aminocoumarin/phenicol/monobactam/glycylcycline/fluoroquinolone/cephalosporin/tetracycline/triclosan/acridine_dye
GCF_001471655	NZ_LORU01000001.1	3160285	3161478	-	Escherichia_coli_acrA	1-1194/1194	===============	0/0	100.00	84.34	card	U00096.3:484426-485620	AcrA is a subunit of the AcrAB-TolC multidrug efflux system that in E. coli.	rifamycin/macrolide/penam/diaminopyrimidine/antibacterial_free_fatty_acids/glycylcycline/monobactam/phenicol/acridine_dye/tetracycline/triclosan/cephalosporin/fluoroquinolone/carbapenem/aminoglycoside/aminocoumarin
GCF_001471655	NZ_LORU01000001.1	3398651	3399323	-	kdpE	1-673/678	===============	0/0	99.26	82.32	card	U00096.3:721056-721734	kdpE is a transcriptional activator that is part of the two-component system KdpD/KdpE that is studied for its regulatory role in potassium transport and has been identified as an adaptive regulator involved in the virulence and intracellular survival of pathogenic bacteria. kdpE regulates a range of virulence loci through direct promoter binding.	aminoglycoside
GCF_001471655	NZ_LORU01000001.1	3656263	3658011	+	msbA	1-1749/1749	===============	0/0	100.00	85.53	card	U00096.3:966621-968370	MsbA is a multidrug resistance transporter homolog from E. coli and belongs to a superfamily of transporters that contain an adenosine triphosphate (ATP) binding cassette (ABC) which is also called a nucleotide-binding domain (NBD). MsbA is a member of the MDR-ABC transporter group by sequence homology. MsbA transports lipid A a major component of the bacterial outer cell membrane and is the only bacterial ABC transporter that is essential for cell viability.	peptide/rifamycin/pleuromutilin/nitroimidazole/tetracycline/acridine_dye/cephalosporin/macrolide/penam/fluoroquinolone
GCF_001471655	NZ_LORU01000001.1	4187858	4188213	-	marA	1-356/384	==============.	0/0	92.71	88.20	card	AP009048.1:1621288-1621672	In the presence of antibiotic stress E. coli overexpresses the global activator protein MarA which besides inducing MDR efflux pump AcrAB also down- regulates synthesis of the porin OmpF.	antibacterial_free_fatty_acids/penem/diaminopyrimidine/macrolide/penam/rifamycin/cephamycin/aminocoumarin/carbapenem/aminoglycoside/cephalosporin/fluoroquinolone/tetracycline/triclosan/acridine_dye/monobactam/glycylcycline/phenicol
GCF_001471655	NZ_LORU01000001.1	4477460	4477873	+	H-NS	1-414/414	===============	0/0	100.00	91.79	card	BA000007.3:1737691-1738105	H-NS is a histone-like protein involved in global gene regulation in Gram-negative bacteria. It is a repressor of the membrane fusion protein genes acrE mdtE and emrK as well as nearby genes of many RND-type multidrug exporters.	bicyclomycin/antibacterial_free_fatty_acids/diaminopyrimidine/benzalkonium_chloride/isoniazid/lincosamide/nitroimidazole/rifamycin/nucleoside/penam/macrolide/aminoglycoside/carbapenem/rhodamine/cephamycin/aminocoumarin/peptide/fosfomycin/phenicol/glycylcycline/monobactam/fluoroquinolone/cephalosporin/acridine_dye/oxazolidinone/triclosan/tetracycline
GCF_001471655	NZ_LORU01000001.1	4523875	4527003	-	oqxB	1-3129/3153	===============	0/0	99.24	89.71	card	EU370913.1:47851-51004	RND efflux pump conferring resistance to fluoroquinolone	tetracycline/triclosan/acridine_dye/fluoroquinolone/penam/nitrofuran/macrolide/phenicol/monobactam/glycylcycline/aminocoumarin/aminoglycoside/carbapenem/diaminopyrimidine/antibacterial_free_fatty_acids
GCF_001471655	NZ_LORU01000001.1	4527028	4528203	-	oqxA	1-1176/1176	===============	0/0	100.00	85.37	card	EU370913.1:46652-47828	RND efflux pump conferring resistance to fluoroquinolone	phenicol/monobactam/glycylcycline/penam/fluoroquinolone/nitrofuran/macrolide/tetracycline/triclosan/acridine_dye/antibacterial_free_fatty_acids/aminoglycoside/carbapenem/diaminopyrimidine/aminocoumarin
GCF_001471655	NZ_LORU01000001.1	4562165	4562940	+	Sed1_beta-lactamase	106-881/888	.==============	0/0	87.39	82.47	card	AF321608:1-889	Sed-1 is a chromosomal-encoded class A beta-lactamase identified in Citrobacter sedlakii.	cephalosporin/penam
