ID	ST_new	Cluster__autocolour	bacsort_species	match	collection	Int_Ext	biosample	Source	Country	Date	strain
GCF_001880865	125	239	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN05447748	Human	Spain	2013	CF_12_ST_92
GCF_001034475	111	240	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN03280163	Human	"NA"	2014	MGH103
GCF_016504515	393	241	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN10435614	Human	USA	2018	CB00072
GCF_016905875	placeholder_ST4	242	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN16933260	Human	Czech Republic	2018	CF46338
GCF_014104375	placeholder_ST78	244	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN15148451	Environment	United Kingdom	2017	RHBSTW-00013
GCF_001412825	100	195	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN02872796	"NA"	USA	2013	RU2 BHI20
GCF_001559235	placeholder_ST79	245	Citrobacter youngae	100.00%	RefSeq	Ext	SAMN03996300	Human	USA	2014	FDAARGOS_155
GCF_004152635	22	246	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN10644685	Human	France	2017	11600
GCF_013882995	placeholder_ST80	247	Citrobacter gillenii	100.00%	RefSeq	Ext	SAMN15148223	Bovine	United Kingdom	2017	RHB24-C05
GCF_018138525	placeholder_ST81	250	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN18437201	Human	Russia	2019	SCPM-O-B-9249 (F24-1Cb/19)
ERQ0227	placeholder_ST69	252	Citrobacter freundii	98.80%	Wastewater	Int	"NA"	Wastewater	Australia	2019	"NA"
GCF_010279875	placeholder_ST82	253	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN10171331	Environment	Portugal	2018	CR16
GCF_013816335	placeholder_ST83	254	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN15148357	Bovine	United Kingdom	2017	RHB35-C22
GCF_014104775	placeholder_ST84	255	Citrobacter gillenii	100.00%	RefSeq	Ext	SAMN15148340	Bovine	United Kingdom	2017	RHB34-C11
GCF_012524235	placeholder_ST85	257	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN14563051	Environmental facility	USA	2019	TSA-1
GCF_013925325	placeholder_ST86	258	Citrobacter gillenii	100.00%	RefSeq	Ext	SAMN15148727	Environment	United Kingdom	2017	RHBSTW-00880
GCF_014104155	placeholder_ST48	259	Citrobacter braakii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"
GCF_016504605	389	260	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN10435607	Human	USA	2017	CB00064
GCF_002042885	placeholder_ST87	261	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN06214708	"NA"	Portugal	2008	A60
GCF_002215385	257	262	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN07280739	Environment	China	2015	18-1
GCF_004331585	81	263	Citrobacter braakii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"
GCF_018438605	placeholder_ST88	264	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN17371862	Human	Germany	2017	sc17238571
ERQ0671	110	265	Citrobacter braakii	99.62%	Wastewater	Int	"NA"	Wastewater	Australia	2019	"NA"
GCF_001559075	placeholder_ST89	266	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMN03996265	Human	USA	2013	FDAARGOS_122
GCF_015230695	placeholder_ST51	152	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN14257459	Environment	South Africa	2018	8E1-2
GCF_016503495	placeholder_ST90	268	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN12220321	Human	USA	2018	CB00116
GCF_019660135	22	269	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN20568193	Human	China	2015	CF-15-2-29
GCF_016501755	placeholder_ST91	270	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN16339991	Human	USA	2019	CB00149
GCF_000759735	placeholder_ST92	271	Citrobacter freundii	100.00%	RefSeq	Ext	SAMD00018684	"NA"	"NA"	"NA"	"NA"
GCF_004024405	placeholder_ST93	272	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN09289737	Environment	USA	2017	GEO_16_Eff_A
GCF_005281305	placeholder_ST94	273	Citrobacter werkmanii	100.00%	RefSeq	Ext	SAMN11369625	"NA"	Poland	"NA"	wls706
GCF_014803285	22	274	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN16205283	Human	France	2016	124G3
GCF_001065805	placeholder_ST95	275	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN03197842	Human	USA	"NA"	641_SENT
GCF_004145665	19	276	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN10840491	Human	France	2017	071G10
GCF_016501405	placeholder_ST96	277	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN16340005	Human	USA	2019	CB00163
GCF_005280805	placeholder_ST97	278	Citrobacter gillenii	100.00%	RefSeq	Ext	SAMN11369645	"NA"	Poland	"NA"	TBCS-14
GCF_016503985	91	104	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN12220301	Human	USA	2018	CB00094
GCF_015137095	placeholder_ST98	279	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMD00195946	"NA"	"NA"	"NA"	"NA"
GCF_900112055	placeholder_ST99	280	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMN05216502	"NA"	"NA"	"NA"	NLAE-zl-C269
GCF_000388155	169	282	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN02469849	"NA"	"NA"	"NA"	GTC 09629
GCF_014803075	22	283	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN16205297	Human	France	2018	169J8
GCF_018066535	22	43	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN18511097	Human	USA	2020	2021EL-00126
GCF_005281325	placeholder_ST100	284	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN11369623	"NA"	Poland	"NA"	wls620
GCF_018423075	placeholder_ST101	285	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN17372996	Human	Germany	2019	Survcare311
GCF_016428845	placeholder_ST102	286	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN17004939	Plant	USA	2019	ASV29
GCF_005281215	placeholder_ST103	287	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN11369644	"NA"	Poland	"NA"	wls831
GCF_013728095	placeholder_ST52	288	Citrobacter braakii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"
GCF_018421575	111	289	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN17373073	Human	Germany	2019	Survcare405
GCF_013821695	placeholder_ST104	290	Citrobacter gillenii	100.00%	RefSeq	Ext	SAMN15148307	Bovine	United Kingdom	2017	RHB31-C16
GCF_016504485	98	291	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN10435612	Human	USA	2018	CB00070
GCF_019270375	placeholder_ST105	292	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN17824623	Other	Thailand	"NA"	Colony409
DB_3_D2	placeholder_ST23	295	Citrobacter freundii	99.43%	Wastewater	Int	"NA"	Wastewater	Australia	2020	"NA"
GCF_014802905	22	296	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN16205306	Human	France	2018	179I4
GCF_902506695	placeholder_ST7	19	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMEA6098293	"NA"	"NA"	"NA"	"NA"
GCF_014333035	placeholder_ST106	297	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMN13884683	Avian	Australia	2017	966a
GCF_014189375	22	298	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN11506036	Human	Canada	2018	N18-04085
GCF_002189125	placeholder_ST107	299	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN06649984	Swine	China	2014	D36-1
GCF_019270355	placeholder_ST105	292	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN17824622	Other	Thailand	"NA"	Colony372
ERQ0183	placeholder_ST108	301	Citrobacter portucalensis	98.79%	Wastewater	Int	"NA"	Wastewater	Australia	2019	"NA"
GCF_016501935	placeholder_ST109	303	Citrobacter youngae	100.00%	RefSeq	Ext	SAMN16339981	Human	USA	2018	CB00138
GCF_016501295	placeholder_ST110	304	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN16340006	Human	USA	2019	CB00164
ERQ0213	110	305	Citrobacter braakii	99.69%	Wastewater	Int	"NA"	Wastewater	Australia	2019	"NA"
GCF_009721345	362	306	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN12911129	environment	USA	2016	JL976
GCF_005281255	placeholder_ST111	307	Citrobacter cronae	100.00%	RefSeq	Ext	SAMN11369627	"NA"	Poland	"NA"	wls708
GCF_009856875	108	308	Citrobacter cronae	100.00%	RefSeq	Ext	SAMN13623934	Environmental facility	France	2016	BOX-5
GCF_016503935	22	309	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN12220304	Human	USA	2018	CB00098
GCF_013425705	95	310	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN15514059	Human	"NA"	2016	AMC0703
GCF_016501785	placeholder_ST112	311	Citrobacter europaeus	100.00%	RefSeq	Ext	SAMN16339987	Human	USA	2018	CB00144
GCF_001412735	100	312	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN02872769	"NA"	USA	2011	RU2 LB29
GCF_003812325	307	313	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN10163243	Human	"NA"	"NA"	FDAARGOS_550
GCF_018423215	408	314	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN17372993	Human	Germany	2019	Survcare308
GCF_014337295	placeholder_ST113	315	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN08148336	Human	USA	"NA"	MGH283
GCF_003363295	265	316	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN09736005	Reptile	Brazil	2016	TV1575CF
GCF_016501115	20	317	Citrobacter cronae	100.00%	RefSeq	Ext	SAMN16340012	Human	USA	2019	CB00171
GCF_014902055	placeholder_ST114	318	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN08148190	Human	USA	"NA"	UCICRE-142
GCF_009821555	109	319	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN11928073	Avian	"NA"	"NA"	SC96
GCF_001059745	placeholder_ST115	320	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN03198210	Human	USA	"NA"	989_CKOS
ERQ0678	116	321	Citrobacter freundii	99.44%	Wastewater	Int	"NA"	Wastewater	Australia	2019	"NA"
GCF_013337015	185	322	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN14082847	Human	USA	2013	YDC608
GCF_001411885	18	323	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN04088747	Other	China	2014	ST2
GCF_019270215	placeholder_ST105	292	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN17824630	Other	Thailand	"NA"	Colony360
GCF_019270575	placeholder_ST105	292	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN17824620	Other	Thailand	"NA"	Colony368
GCF_002850715	placeholder_ST116	324	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN06820452	Environment	China	2015	L55
ERQ0045	95	325	Citrobacter freundii	99.69%	Wastewater	Int	"NA"	Wastewater	Australia	2019	"NA"
GCF_016501905	placeholder_ST112	311	Citrobacter europaeus	100.00%	RefSeq	Ext	SAMN16339984	Human	USA	2018	CB00141
GCF_009821375	79	326	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN11928082	Avian	"NA"	"NA"	SC105
ERQ0154	150	327	Citrobacter freundii	99.46%	Wastewater	Int	"NA"	Wastewater	Australia	2019	"NA"
GCF_004167485	placeholder_ST34	86	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMN10239581	Human	USA	2015	ca_0067
GCF_013085885	19	331	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN13978991	Human	Brazil	2015	CitB
GCF_001055295	341	109	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN03197733	Human	USA	"NA"	537_CKOS
GCF_001867255	placeholder_ST117	332	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN05440239	Human	Spain	2009	CF1_ST89
GCF_008370135	placeholder_ST118	333	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN09981726	Reptile	Brazil	2017	TV06
GCF_016500505	98	334	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN16340035	Human	USA	2019	CB00200
GCF_016504495	placeholder_ST119	335	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN10435609	Human	USA	2018	CB00067
GCF_019281555	placeholder_ST120	336	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMN19607876	Human	USA	2019	PIECR3
GCF_018442145	placeholder_ST121	337	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN17372053	Human	Germany	2018	Survcare137
GCF_019047765	placeholder_ST122	338	Citrobacter pasteurii	100.00%	RefSeq	Ext	SAMN16357566	"NA"	Germany	"NA"	FDAARGOS 1424
GCF_016501865	95	339	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN16339986	Human	USA	2019	CB00143
GCF_001880905	112	340	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN05447751	Human	Spain	2013	CF_13_ST_93
GCF_002880615	placeholder_ST40	342	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMN03455929	"NA"	USA	2014	CFNIH2
GCF_019659905	18	343	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN20568206	Human	China	2016	CF-16-17
GCF_016905625	placeholder_ST4	344	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN16933281	Human	Czech Republic	2019	CF49942
GCF_013266895	placeholder_ST39	345	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN14531572	Camel	India	2018	CRN 21
GCF_016505445	356	346	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN10435561	Human	USA	2017	CB00017
GCF_018420365	18	347	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN17373134	Human	Germany	2019	ur19075683
GCF_013724765	placeholder_ST123	348	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN15148753	Environment	United Kingdom	2017	RHBSTW-00965
GCF_018420675	placeholder_ST124	349	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN17373120	Human	Germany	2019	Survcare462
GCF_016461655	placeholder_ST125	350	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN17173735	Bovine	USA	2018	Bacteria
GCF_020034515	placeholder_ST126	351	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN20990854	Other	Brazil	2019	A3
GCF_013791065	396	352	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN15148506	Environment	United Kingdom	2017	RHBSTW-00135
GCF_019660345	22	353	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN20568216	Human	China	2016	CF-16-61
ERQ0250	placeholder_ST127	355	Citrobacter freundii	99.73%	Wastewater	Int	"NA"	Wastewater	Australia	2019	"NA"
GCF_001412795	100	195	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN02872790	"NA"	USA	2013	RU2 BHI14
GCF_020215855	284	226	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN20477955	Avian	China	2020	XM10F302-7
GCF_019270315	placeholder_ST128	357	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN17824625	Other	Thailand	"NA"	Colony313
GCF_018446045	18	358	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN17371888	Human	Germany	2018	sc18412584
GCF_009876755	placeholder_ST34	86	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMN11945279	Human	USA	2015	BIOML-A8
GCF_014596835	placeholder_ST129	360	Citrobacter pasteurii	100.00%	RefSeq	Ext	SAMN15963935	Other	Germany	2015	C6_1
GCF_005280825	placeholder_ST130	361	Citrobacter gillenii	100.00%	RefSeq	Ext	SAMN11369642	"NA"	Poland	"NA"	wls829
GCF_004331535	79	362	Citrobacter braakii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"
GCF_016859065	placeholder_ST131	363	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN17766521	Bovine	Turkey	2019	HMKU-VET
ERQ0173	270	364	Citrobacter freundii	99.41%	Wastewater	Int	"NA"	Wastewater	Australia	2019	"NA"
GCF_013746415	placeholder_ST48	365	Citrobacter braakii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"
GCF_001546285	placeholder_ST132	366	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN03842472	Human	"NA"	"NA"	GED7749C
GCF_009876705	placeholder_ST34	367	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMN11945281	Human	USA	2015	BIOML-A10
GCF_009648935	placeholder_ST133	369	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN10574724	Plant	USA	2014	MiY-A
GCF_900520335	22	370	Citrobacter freundii	100.00%	RefSeq	Ext	SAMEA4830817	"NA"	"NA"	"NA"	"NA"
GCF_900080005	placeholder_ST134	371	Citrobacter europaeus	100.00%	RefSeq	Ext	SAMEA3935941	"NA"	"NA"	"NA"	"NA"
GCF_002918855	167	373	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN03455997	"NA"	USA	2015	CFNIH7
GCF_014903125	108	374	Citrobacter cronae	100.00%	RefSeq	Ext	SAMN08148252	Human	USA	"NA"	MGH213
SG18_138_1_S32	183	375	Citrobacter youngae	99.67%	Gull	Int	"NA"	Gull	Australia	2018	"NA"
ERQ0685	116	376	Citrobacter freundii	99.44%	Wastewater	Int	"NA"	Wastewater	Australia	2019	"NA"
GCF_009857035	396	377	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN13282750	Human	China	2018	L75
GCF_004801555	placeholder_ST135	378	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN11268905	Human	United Kingdom	2016	Effluent_1
GCF_016504105	486	380	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN11284931	Human	USA	2018	CB00088
GCF_014926275	117	381	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN13908065	Human	Brazil	2016	C156
GCF_019265345	placeholder_ST136	383	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN17843177	Other	Thailand	"NA"	Colony275
GCF_016501325	95	385	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN16340007	Human	USA	2019	CB00165
GCF_005281045	507	387	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN11369630	"NA"	Poland	"NA"	wls712
GCF_002215605	155	172	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN07196160	Human	Pakistan	2016	30_2
GCF_014189285	22	388	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN11506077	Human	Canada	2018	N18-04128
GCF_013899425	placeholder_ST137	389	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN15148080	Bovine	United Kingdom	2017	RHB12-C05
GCF_016503645	placeholder_ST138	390	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN12220317	Human	USA	2018	CB00112
GCF_018919505	placeholder_ST139	391	Citrobacter cronae	100.00%	RefSeq	Ext	SAMN19645718	Human	"NA"	2016	S55_ASV_140
GCF_003429605	placeholder_ST140	392	Citrobacter gillenii	100.00%	RefSeq	Ext	SAMN09791470	Plant	Germany	2015	MBT-C3
GCF_013168955	22	393	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN11394775	Human	Colombia	2013	C2-03
GCF_002796505	98	394	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN04014863	"NA"	"NA"	"NA"	AR_0022
GCF_016505385	114	395	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN10435567	Human	USA	2017	CB00023
GCF_009730355	placeholder_ST141	396	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN11056453	Human	USA	"NA"	FDAARGOS_738
GCF_003401455	114	397	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN08623795	Human	USA	2014	CRE20
GCF_001413215	100	195	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN02872789	"NA"	USA	2013	RU2 BHI13
GCF_000342325	placeholder_ST142	398	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN02469850	Human	Japan	1983	GTC 09479
ERQ0212	150	399	Citrobacter freundii	99.32%	Wastewater	Int	"NA"	Wastewater	Australia	2019	"NA"
GCF_000692135	placeholder_ST143	400	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMN02581387	Human	USA	2013	MGH 55
GCF_001412725	100	195	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN02872766	"NA"	USA	2011	RU2 LB26
GCF_016894105	placeholder_ST144	402	Citrobacter cronae	100.00%	RefSeq	Ext	SAMN17824634	Other	Thailand	"NA"	Colony303
GCF_013816795	placeholder_ST145	403	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMN15148354	Bovine	United Kingdom	2017	RHB35-C17
GCF_003665575	128	404	Citrobacter youngae	100.00%	RefSeq	Ext	SAMN07729549	Human	USA	2013	UMH17
GCF_005280915	placeholder_ST33	405	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN11369638	"NA"	Poland	"NA"	wls758
GCF_016502105	placeholder_ST146	406	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN13621908	Human	USA	2018	CB00124
ERQ0216	110	407	Citrobacter braakii	99.84%	Wastewater	Int	"NA"	Wastewater	Australia	2019	"NA"
GCF_016939655	65	408	Citrobacter freundii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"
ERQ0255	150	410	Citrobacter freundii	99.43%	Wastewater	Int	"NA"	Wastewater	Australia	2019	"NA"
GCF_018442185	19	411	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN17372051	Human	Germany	2018	Survcare132
GCF_021417265	150	412	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN21237501	Human	China	2018	18F621
GCF_013782845	placeholder_ST82	413	Citrobacter freundii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"
ERQ0175	placeholder_ST147	415	Citrobacter freundii	99.23%	Wastewater	Int	"NA"	Wastewater	Australia	2019	"NA"
GCF_001586845	415	416	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN03455928	Human	USA	2014	AATXR
GCF_013784225	placeholder_ST148	417	Citrobacter gillenii	100.00%	RefSeq	Ext	SAMN15148658	Environment	United Kingdom	2017	RHBSTW-00589
GCF_013614655	placeholder_ST149	418	Citrobacter europaeus	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"
GCF_001412715	100	195	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN02872722	Human	USA	2010	RU2
GCF_016508125	243	420	Citrobacter youngae	100.00%	RefSeq	Ext	SAMN10435549	Human	USA	2017	CB00004
GCF_013792125	placeholder_ST150	421	Citrobacter gillenii	100.00%	RefSeq	Ext	SAMN15148496	Environment	United Kingdom	2017	RHBSTW-00120
GCF_016505465	225	422	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN10435563	Human	USA	2017	CB00019
GCF_018106165	placeholder_ST18	423	Citrobacter cronae	100.00%	RefSeq	Ext	SAMN11513637	Human	Malaysia	2016	CRE1470
GCF_016500725	placeholder_ST151	424	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN16340026	Human	USA	2019	CB00191
GCF_013874155	95	425	Citrobacter freundii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"
GCF_016503625	95	427	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN12220319	Human	USA	2018	CB00114
GCF_901456285	62	175	Citrobacter freundii	100.00%	RefSeq	Ext	SAMEA5578841	"NA"	"NA"	"NA"	"NA"
GCF_009905315	540	429	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN13818261	Plant	Tanzania	2018	LUTT5
GCF_905335685	22	430	Citrobacter freundii	100.00%	RefSeq	Ext	SAMEA8158487	"NA"	"NA"	"NA"	"NA"
GCF_904425445	placeholder_ST152	431	Citrobacter freundii	100.00%	RefSeq	Ext	SAMEA7313125	"NA"	"NA"	"NA"	"NA"
ERQ0246	110	432	Citrobacter braakii	99.85%	Wastewater	Int	"NA"	Wastewater	Australia	2019	"NA"
GCF_002208845	placeholder_ST153	433	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN06173303	Human	USA	2014	FDAARGOS_290
GCF_013738635	270	434	Citrobacter freundii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"
GCF_004331565	112	435	Citrobacter freundii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"
GCF_016502115	11	436	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN13621907	Human	USA	2018	CB00123
GCF_018421475	19	437	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN17373078	Human	Germany	2019	Survcare410
GCF_020559475	525	438	Citrobacter europaeus	100.00%	RefSeq	Ext	SAMN22167495	Human	USA	"NA"	DFI.7.7
GCF_014230105	370	196	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN15770406	Mammalian	China	2018	FF423
ERQ0200	placeholder_ST125	439	Citrobacter freundii	99.22%	Wastewater	Int	"NA"	Wastewater	Australia	2019	"NA"
GCF_016505245	91	440	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN10435577	Human	USA	2017	CB00033
GCF_902160855	placeholder_ST154	441	Citrobacter braakii	100.00%	RefSeq	Ext	SAMEA104567598	"NA"	"NA"	"NA"	"NA"
GCF_019660715	17	442	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN20568174	Human	China	2015	CF-15-43
ERQ0043	95	325	Citrobacter freundii	99.69%	Wastewater	Int	"NA"	Wastewater	Australia	2019	"NA"
GCF_004795555	22	443	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN11366429	Human	Malaysia	2015	MGF016
GCF_013739375	22	444	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN15148674	Environment	United Kingdom	2017	RHBSTW-00658
ERQ0160	166	445	Citrobacter portucalensis	99.30%	Wastewater	Int	"NA"	Wastewater	Australia	2019	"NA"
GCF_019584605	placeholder_ST155	446	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN11855570	Environment	Nigeria	2017	EC_47
GCF_018439245	placeholder_ST156	447	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN17371829	Human	Germany	2017	NRZ-37119
GCF_018446035	placeholder_ST157	449	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN17371889	Human	Germany	2018	sc18412783
GCF_014855945	252	451	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN12220001	Plant	Germany	2014	CF14655
GCF_018421175	22	453	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN17373092	Human	Germany	2019	Survcare429
GCF_009664065	169	159	Citrobacter freundii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"
GCF_005281115	placeholder_ST158	455	Citrobacter werkmanii	100.00%	RefSeq	Ext	SAMN11369628	"NA"	Poland	"NA"	wls710
GCF_002151785	12	456	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN04521895	Human	USA	2015	MGH146
GCF_015666935	98	457	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN15533202	Human	USA	2017	D43t1_170807_C10
GCF_001037505	64	458	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN03280167	Human	"NA"	2014	MGH109
ERQ0186	270	459	Citrobacter freundii	99.49%	Wastewater	Int	"NA"	Wastewater	Australia	2019	"NA"
GCF_018422995	19	460	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN17373000	Human	Germany	2019	Survcare315
GCF_014803055	22	461	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN16205295	Human	France	2018	164F5
GCF_014169975	125	462	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN15086848	Human	USA	2019	IDR1900015725-01-02
